EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 22-04-2021
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 DD   : daily Wind direction in degrees
23-27 Q_DD : quality code for DD (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station NORWAY, OSLO BLINDERN (STAID: 193).
Blended and updated with sources: 114725 901492 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   DD, Q_DD
114725,19321025,-9999,    9
114725,19321026,-9999,    9
114725,19321027,-9999,    9
114725,19321028,-9999,    9
114725,19321029,-9999,    9
114725,19321030,-9999,    9
114725,19321031,-9999,    9
114725,19321101,-9999,    9
114725,19321102,-9999,    9
114725,19321103,-9999,    9
114725,19321104,-9999,    9
114725,19321105,-9999,    9
114725,19321106,-9999,    9
114725,19321107,-9999,    9
114725,19321108,-9999,    9
114725,19321109,-9999,    9
114725,19321110,-9999,    9
114725,19321111,-9999,    9
114725,19321112,-9999,    9
114725,19321113,-9999,    9
114725,19321114,-9999,    9
114725,19321115,-9999,    9
114725,19321116,-9999,    9
114725,19321117,-9999,    9
114725,19321118,-9999,    9
114725,19321119,-9999,    9
114725,19321120,-9999,    9
114725,19321121,-9999,    9
114725,19321122,-9999,    9
114725,19321123,-9999,    9
114725,19321124,-9999,    9
114725,19321125,-9999,    9
114725,19321126,-9999,    9
114725,19321127,-9999,    9
114725,19321128,-9999,    9
114725,19321129,-9999,    9
114725,19321130,-9999,    9
114725,19321201,-9999,    9
114725,19321202,-9999,    9
114725,19321203,-9999,    9
114725,19321204,-9999,    9
114725,19321205,-9999,    9
114725,19321206,-9999,    9
114725,19321207,-9999,    9
114725,19321208,-9999,    9
114725,19321209,-9999,    9
114725,19321210,-9999,    9
114725,19321211,-9999,    9
114725,19321212,-9999,    9
114725,19321213,-9999,    9
114725,19321214,-9999,    9
114725,19321215,-9999,    9
114725,19321216,-9999,    9
114725,19321217,-9999,    9
114725,19321218,-9999,    9
114725,19321219,-9999,    9
114725,19321220,-9999,    9
114725,19321221,-9999,    9
114725,19321222,-9999,    9
114725,19321223,-9999,    9
114725,19321224,-9999,    9
114725,19321225,-9999,    9
114725,19321226,-9999,    9
114725,19321227,-9999,    9
114725,19321228,-9999,    9
114725,19321229,-9999,    9
114725,19321230,-9999,    9
114725,19321231,-9999,    9
114725,19330101,-9999,    9
114725,19330102,-9999,    9
114725,19330103,-9999,    9
114725,19330104,-9999,    9
114725,19330105,-9999,    9
114725,19330106,-9999,    9
114725,19330107,-9999,    9
114725,19330108,-9999,    9
114725,19330109,-9999,    9
114725,19330110,-9999,    9
114725,19330111,-9999,    9
114725,19330112,-9999,    9
114725,19330113,-9999,    9
114725,19330114,-9999,    9
114725,19330115,-9999,    9
114725,19330116,-9999,    9
114725,19330117,-9999,    9
114725,19330118,-9999,    9
114725,19330119,-9999,    9
114725,19330120,-9999,    9
114725,19330121,-9999,    9
114725,19330122,-9999,    9
114725,19330123,-9999,    9
114725,19330124,-9999,    9
114725,19330125,-9999,    9
114725,19330126,-9999,    9
114725,19330127,-9999,    9
114725,19330128,-9999,    9
114725,19330129,-9999,    9
114725,19330130,-9999,    9
114725,19330131,-9999,    9
114725,19330201,-9999,    9
114725,19330202,-9999,    9
114725,19330203,-9999,    9
114725,19330204,-9999,    9
114725,19330205,-9999,    9
114725,19330206,-9999,    9
114725,19330207,-9999,    9
114725,19330208,-9999,    9
114725,19330209,-9999,    9
114725,19330210,-9999,    9
114725,19330211,-9999,    9
114725,19330212,-9999,    9
114725,19330213,-9999,    9
114725,19330214,-9999,    9
114725,19330215,-9999,    9
114725,19330216,-9999,    9
114725,19330217,-9999,    9
114725,19330218,-9999,    9
114725,19330219,-9999,    9
114725,19330220,-9999,    9
114725,19330221,-9999,    9
114725,19330222,-9999,    9
114725,19330223,-9999,    9
114725,19330224,-9999,    9
114725,19330225,-9999,    9
114725,19330226,-9999,    9
114725,19330227,-9999,    9
114725,19330228,-9999,    9
114725,19330301,-9999,    9
114725,19330302,-9999,    9
114725,19330303,-9999,    9
114725,19330304,-9999,    9
114725,19330305,-9999,    9
114725,19330306,-9999,    9
114725,19330307,-9999,    9
114725,19330308,-9999,    9
114725,19330309,-9999,    9
114725,19330310,-9999,    9
114725,19330311,-9999,    9
114725,19330312,-9999,    9
114725,19330313,-9999,    9
114725,19330314,-9999,    9
114725,19330315,-9999,    9
114725,19330316,-9999,    9
114725,19330317,-9999,    9
114725,19330318,-9999,    9
114725,19330319,-9999,    9
114725,19330320,-9999,    9
114725,19330321,-9999,    9
114725,19330322,-9999,    9
114725,19330323,-9999,    9
114725,19330324,-9999,    9
114725,19330325,-9999,    9
114725,19330326,-9999,    9
114725,19330327,-9999,    9
114725,19330328,-9999,    9
114725,19330329,-9999,    9
114725,19330330,-9999,    9
114725,19330331,-9999,    9
114725,19330401,-9999,    9
114725,19330402,-9999,    9
114725,19330403,-9999,    9
114725,19330404,-9999,    9
114725,19330405,-9999,    9
114725,19330406,-9999,    9
114725,19330407,-9999,    9
114725,19330408,-9999,    9
114725,19330409,-9999,    9
114725,19330410,-9999,    9
114725,19330411,-9999,    9
114725,19330412,-9999,    9
114725,19330413,-9999,    9
114725,19330414,-9999,    9
114725,19330415,-9999,    9
114725,19330416,-9999,    9
114725,19330417,-9999,    9
114725,19330418,-9999,    9
114725,19330419,-9999,    9
114725,19330420,-9999,    9
114725,19330421,-9999,    9
114725,19330422,-9999,    9
114725,19330423,-9999,    9
114725,19330424,-9999,    9
114725,19330425,-9999,    9
114725,19330426,-9999,    9
114725,19330427,-9999,    9
114725,19330428,-9999,    9
114725,19330429,-9999,    9
114725,19330430,-9999,    9
114725,19330501,-9999,    9
114725,19330502,-9999,    9
114725,19330503,-9999,    9
114725,19330504,-9999,    9
114725,19330505,-9999,    9
114725,19330506,-9999,    9
114725,19330507,-9999,    9
114725,19330508,-9999,    9
114725,19330509,-9999,    9
114725,19330510,-9999,    9
114725,19330511,-9999,    9
114725,19330512,-9999,    9
114725,19330513,-9999,    9
114725,19330514,-9999,    9
114725,19330515,-9999,    9
114725,19330516,-9999,    9
114725,19330517,-9999,    9
114725,19330518,-9999,    9
114725,19330519,-9999,    9
114725,19330520,-9999,    9
114725,19330521,-9999,    9
114725,19330522,-9999,    9
114725,19330523,-9999,    9
114725,19330524,-9999,    9
114725,19330525,-9999,    9
114725,19330526,-9999,    9
114725,19330527,-9999,    9
114725,19330528,-9999,    9
114725,19330529,-9999,    9
114725,19330530,-9999,    9
114725,19330531,-9999,    9
