EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 22-04-2021
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 PP   : daily Sea level pressure in 0.1 hPa
23-27 Q_PP : quality code for PP (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station NETHERLANDS, MAASTRICHT (STAID: 168).
Blended and updated with sources: 100547 906380 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   PP, Q_PP
100547,19060702,10191,    0
100547,19060703,10187,    0
100547,19060704,10171,    0
100547,19060705,10127,    0
100547,19060706,10140,    0
100547,19060707,10184,    0
100547,19060708,10219,    0
100547,19060709,10250,    0
100547,19060710,10208,    0
100547,19060711,10177,    0
100547,19060712,10200,    0
100547,19060713,10208,    0
100547,19060714,10197,    0
100547,19060715,10180,    0
100547,19060716,10184,    0
100547,19060717,10203,    0
100547,19060718,10153,    0
100547,19060719,10129,    0
100547,19060720,10149,    0
100547,19060721,10181,    0
100547,19060722,10178,    0
100547,19060723,10165,    0
100547,19060724,10146,    0
100547,19060725,10211,    0
100547,19060726,10156,    0
100547,19060727,10117,    0
100547,19060728,10148,    0
100547,19060729,10152,    0
100547,19060730,10150,    0
100547,19060731,10151,    0
100547,19060801,10200,    0
100547,19060802,10158,    0
100547,19060803,10123,    0
100547,19060804,10198,    0
100547,19060805,10249,    0
100547,19060806,10231,    0
100547,19060807,10206,    0
100547,19060808,10174,    0
100547,19060809,10114,    0
100547,19060810,10104,    0
100547,19060811,10091,    0
100547,19060812,10142,    0
100547,19060813,10104,    0
100547,19060814,10078,    0
100547,19060815,10131,    0
100547,19060816,10149,    0
100547,19060817,10124,    0
100547,19060818,10122,    0
100547,19060819,10209,    0
100547,19060820,10230,    0
100547,19060821,10221,    0
100547,19060822,10179,    0
100547,19060823,10145,    0
100547,19060824,10170,    0
100547,19060825,10135,    0
100547,19060826,10210,    0
100547,19060827,10224,    0
100547,19060828,10295,    0
100547,19060829,10263,    0
100547,19060830,10227,    0
100547,19060831,10222,    0
100547,19060901,10204,    0
100547,19060902,10180,    0
100547,19060903,10176,    0
100547,19060904,10193,    0
100547,19060905,10183,    0
100547,19060906,10165,    0
100547,19060907,10206,    0
100547,19060908,10203,    0
100547,19060909,10225,    0
100547,19060910,10235,    0
100547,19060911,10263,    0
100547,19060912,10251,    0
100547,19060913,10188,    0
100547,19060914,10126,    0
100547,19060915,10075,    0
100547,19060916,10094,    0
100547,19060917,10171,    0
100547,19060918,10207,    0
100547,19060919,10202,    0
100547,19060920,10206,    0
100547,19060921,10240,    0
100547,19060922,10245,    0
100547,19060923,10271,    0
100547,19060924,10307,    0
100547,19060925,10334,    0
100547,19060926,10357,    0
100547,19060927,10366,    0
100547,19060928,10330,    0
100547,19060929,10273,    0
100547,19060930,10249,    0
100547,19061001,10223,    0
100547,19061002,10115,    0
100547,19061003,10064,    0
100547,19061004,10177,    0
100547,19061005,10142,    0
100547,19061006,10196,    0
100547,19061007,10202,    0
100547,19061008,10156,    0
100547,19061009,10171,    0
100547,19061010,10153,    0
100547,19061011,10123,    0
100547,19061012,10105,    0
100547,19061013,10029,    0
100547,19061014,10070,    0
100547,19061015,10132,    0
100547,19061016,10116,    0
100547,19061017,10167,    0
100547,19061018,10143,    0
100547,19061019,10122,    0
100547,19061020,10170,    0
100547,19061021,10192,    0
100547,19061022,10188,    0
100547,19061023,10205,    0
100547,19061024,10228,    0
100547,19061025,10248,    0
100547,19061026,10239,    0
100547,19061027,10191,    0
100547,19061028,10139,    0
100547,19061029,10078,    0
100547,19061030,10011,    0
100547,19061031, 9972,    0
100547,19061101, 9918,    0
100547,19061102, 9947,    0
100547,19061103,10011,    0
100547,19061104,10004,    0
100547,19061105,10073,    0
100547,19061106,10060,    0
100547,19061107, 9995,    0
100547,19061108, 9958,    0
100547,19061109,10055,    0
100547,19061110,10205,    0
100547,19061111,10327,    0
100547,19061112,10318,    0
100547,19061113,10316,    0
100547,19061114,10291,    0
100547,19061115,10191,    0
100547,19061116,10088,    0
100547,19061117,10005,    0
100547,19061118, 9959,    0
100547,19061119, 9928,    0
100547,19061120,10062,    0
100547,19061121,10183,    0
100547,19061122,10319,    0
100547,19061123,10383,    0
100547,19061124,10375,    0
100547,19061125,10352,    0
100547,19061126,10311,    0
100547,19061127,10175,    0
100547,19061128,10232,    0
100547,19061129,10217,    0
100547,19061130,10114,    0
100547,19061201,10120,    0
100547,19061202,10233,    0
100547,19061203,10147,    0
100547,19061204,10156,    0
100547,19061205,10005,    0
100547,19061206,10069,    0
100547,19061207,10273,    0
100547,19061208,10203,    0
100547,19061209,10009,    0
100547,19061210,10051,    0
100547,19061211,10092,    0
100547,19061212,10041,    0
100547,19061213,10024,    0
100547,19061214, 9996,    0
100547,19061215,10154,    0
100547,19061216,10272,    0
100547,19061217,10319,    0
100547,19061218,10310,    0
100547,19061219,10360,    0
100547,19061220,10367,    0
100547,19061221,10370,    0
100547,19061222,10318,    0
100547,19061223,10282,    0
100547,19061224,10224,    0
100547,19061225,10071,    0
100547,19061226, 9861,    0
100547,19061227, 9902,    0
100547,19061228, 9996,    0
100547,19061229,10091,    0
100547,19061230,10130,    0
100547,19061231,10059,    0
100547,19070101,10043,    0
100547,19070102, 9987,    0
100547,19070103,10001,    0
100547,19070104,10186,    0
100547,19070105,10306,    0
100547,19070106,10267,    0
100547,19070107,10339,    0
100547,19070108,10326,    0
100547,19070109,10305,    0
100547,19070110,10282,    0
100547,19070111,10316,    0
100547,19070112,10344,    0
100547,19070113,10316,    0
100547,19070114,10312,    0
100547,19070115,10347,    0
100547,19070116,10368,    0
100547,19070117,10414,    0
100547,19070118,10418,    0
100547,19070119,10392,    0
100547,19070120,10388,    0
100547,19070121,10334,    0
100547,19070122,10364,    0
100547,19070123,10408,    0
100547,19070124,10353,    0
100547,19070125,10288,    0
100547,19070126,10257,    0
100547,19070127,10277,    0
100547,19070128,10135,    0
100547,19070129,10005,    0
100547,19070130, 9991,    0
100547,19070131,10125,    0
100547,19070201,10258,    0
100547,19070202,10328,    0
100547,19070203,10260,    0
100547,19070204,10239,    0
100547,19070205,10286,    0
100547,19070206,10221,    0
100547,19070207,10177,    0
100547,19070208,10177,    0
100547,19070209,10161,    0
100547,19070210,10134,    0
100547,19070211,10078,    0
100547,19070212,10000,    0
100547,19070213, 9971,    0
100547,19070214,10182,    0
100547,19070215,10221,    0
100547,19070216,10180,    0
100547,19070217,10176,    0
100547,19070218,10188,    0
100547,19070219,10086,    0
100547,19070220, 9853,    0
100547,19070221, 9958,    0
100547,19070222,10065,    0
100547,19070223,10137,    0
100547,19070224,10201,    0
100547,19070225,10238,    0
100547,19070226,10294,    0
100547,19070227,10322,    0
100547,19070228,10346,    0
100547,19070301,10328,    0
100547,19070302,10286,    0
100547,19070303,10276,    0
100547,19070304,10273,    0
100547,19070305,10228,    0
100547,19070306,10215,    0
100547,19070307,10271,    0
100547,19070308,10161,    0
100547,19070309,10220,    0
100547,19070310,10120,    0
100547,19070311,10216,    0
100547,19070312,10296,    0
100547,19070313,10177,    0
100547,19070314,10126,    0
100547,19070315,10189,    0
100547,19070316,10145,    0
100547,19070317,10073,    0
100547,19070318,10085,    0
100547,19070319,10163,    0
100547,19070320,10197,    0
100547,19070321,10325,    0
100547,19070322,10276,    0
100547,19070323,10260,    0
100547,19070324,10293,    0
100547,19070325,10305,    0
100547,19070326,10320,    0
100547,19070327,10323,    0
100547,19070328,10279,    0
100547,19070329,10217,    0
100547,19070330,10169,    0
100547,19070331,10150,    0
100547,19070401,10111,    0
100547,19070402,10045,    0
100547,19070403, 9971,    0
100547,19070404, 9956,    0
100547,19070405,10017,    0
100547,19070406,10009,    0
100547,19070407, 9979,    0
100547,19070408,10049,    0
100547,19070409,10069,    0
100547,19070410,10081,    0
100547,19070411,10084,    0
100547,19070412,10048,    0
100547,19070413,10027,    0
100547,19070414,10039,    0
100547,19070415, 9999,    0
100547,19070416, 9966,    0
100547,19070417,10018,    0
100547,19070418,10123,    0
100547,19070419,10186,    0
100547,19070420,10236,    0
100547,19070421,10206,    0
100547,19070422,10239,    0
100547,19070423,10269,    0
100547,19070424,10246,    0
100547,19070425,10234,    0
100547,19070426,10150,    0
100547,19070427,10082,    0
100547,19070428,10099,    0
100547,19070429,10087,    0
100547,19070430,10052,    0
100547,19070501,10088,    0
100547,19070502,10051,    0
100547,19070503,10029,    0
100547,19070504,10074,    0
100547,19070505,10116,    0
100547,19070506,10086,    0
100547,19070507,10148,    0
100547,19070508,10181,    0
100547,19070509,10182,    0
100547,19070510,10153,    0
100547,19070511,10144,    0
100547,19070512,10129,    0
100547,19070513,10122,    0
100547,19070514,10127,    0
100547,19070515,10095,    0
100547,19070516,10134,    0
100547,19070517,10172,    0
100547,19070518,10180,    0
100547,19070519,10170,    0
100547,19070520,10133,    0
100547,19070521,10111,    0
100547,19070522,10113,    0
100547,19070523,10075,    0
100547,19070524,10113,    0
100547,19070525,10160,    0
100547,19070526,10140,    0
100547,19070527,10174,    0
100547,19070528,10185,    0
100547,19070529,10207,    0
100547,19070530,10207,    0
100547,19070531,10084,    0
100547,19070601,10006,    0
100547,19070602,10048,    0
100547,19070603,10107,    0
