EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 22-04-2021
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 FG   : daily Wind speed in 0.1 m/s
23-27 Q_FG : quality code for FG (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station NETHERLANDS, MAASTRICHT (STAID: 168).
Blended and updated with sources: 113661 906380 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   FG, Q_FG
113661,19060803,   26,    0
113661,19060804,   31,    0
113661,19060805,   36,    0
113661,19060806,   15,    0
113661,19060807,   10,    0
113661,19060808,    5,    0
113661,19060809,   41,    0
113661,19060810,   26,    0
113661,19060811,   41,    0
113661,19060812,   21,    0
113661,19060813,   21,    0
113661,19060814,   21,    0
113661,19060815,   36,    0
113661,19060816,   31,    0
113661,19060817,   41,    0
113661,19060818,   36,    0
113661,19060819,   36,    0
113661,19060820,   36,    0
113661,19060821,   31,    0
113661,19060822,   15,    0
113661,19060823,   31,    0
113661,19060824,   21,    0
113661,19060825,   62,    0
113661,19060826,   46,    0
113661,19060827,   46,    0
113661,19060828,   15,    0
113661,19060829,   15,    0
113661,19060830,   10,    0
113661,19060831,    5,    0
113661,19060901,   10,    0
113661,19060902,    5,    0
113661,19060903,    0,    0
113661,19060904,    5,    0
113661,19060905,   15,    0
113661,19060906,   46,    0
113661,19060907,   26,    0
113661,19060908,   21,    0
113661,19060909,   15,    0
113661,19060910,   21,    0
113661,19060911,   10,    0
113661,19060912,    5,    0
113661,19060913,    5,    0
113661,19060914,   26,    0
113661,19060915,   41,    0
113661,19060916,   26,    0
113661,19060917,   21,    0
113661,19060918,   15,    0
113661,19060919,   10,    0
113661,19060920,   10,    0
113661,19060921,   31,    0
113661,19060922,   31,    0
113661,19060923,   31,    0
113661,19060924,   41,    0
113661,19060925,   15,    0
113661,19060926,   10,    0
113661,19060927,    5,    0
113661,19060928,    5,    0
113661,19060929,   10,    0
113661,19060930,   10,    0
113661,19061001,   10,    0
113661,19061002,   51,    0
113661,19061003,   51,    0
113661,19061004,    5,    0
113661,19061005,   26,    0
113661,19061006,   31,    0
113661,19061007,   26,    0
113661,19061008,   15,    0
113661,19061009,   21,    0
113661,19061010,   15,    0
113661,19061011,   10,    0
113661,19061012,   31,    0
113661,19061013,   36,    0
113661,19061014,   31,    0
113661,19061015,   10,    0
113661,19061016,   41,    0
113661,19061017,   36,    0
113661,19061018,   21,    0
113661,19061019,   36,    0
113661,19061020,   21,    0
113661,19061021,   26,    0
113661,19061022,   15,    0
113661,19061023,   15,    0
113661,19061024,   10,    0
113661,19061025,   31,    0
113661,19061026,   21,    0
113661,19061027,   21,    0
113661,19061028,   41,    0
113661,19061029,   51,    0
113661,19061030,   36,    0
113661,19061031,   21,    0
113661,19061101,   31,    0
113661,19061102,   72,    0
113661,19061103,   31,    0
113661,19061104,   36,    0
113661,19061105,   57,    0
113661,19061106,   36,    0
113661,19061107,   15,    0
113661,19061108,   26,    0
113661,19061109,   36,    0
113661,19061110,   41,    0
113661,19061111,    5,    0
113661,19061112,    0,    0
113661,19061113,    0,    0
113661,19061114,    5,    0
113661,19061115,   46,    0
113661,19061116,   67,    0
113661,19061117,   72,    0
113661,19061118,   51,    0
113661,19061119,   41,    0
113661,19061120,   51,    0
113661,19061121,   62,    0
113661,19061122,   31,    0
113661,19061123,   10,    0
113661,19061124,    5,    0
113661,19061125,   21,    0
113661,19061126,   31,    0
113661,19061127,   57,    0
113661,19061128,   46,    0
113661,19061129,   62,    0
113661,19061130,   67,    0
113661,19061201,   36,    0
113661,19061202,   41,    0
113661,19061203,   67,    0
113661,19061204,   46,    0
113661,19061205,   51,    0
113661,19061206,   41,    0
113661,19061207,   31,    0
113661,19061208,   31,    0
113661,19061209,   51,    0
113661,19061210,   46,    0
113661,19061211,   57,    0
113661,19061212,   62,    0
113661,19061213,   62,    0
113661,19061214,   51,    0
113661,19061215,   36,    0
113661,19061216,   15,    0
113661,19061217,   15,    0
113661,19061218,   10,    0
113661,19061219,    5,    0
113661,19061220,   36,    0
113661,19061221,   41,    0
113661,19061222,   31,    0
113661,19061223,    5,    0
113661,19061224,   26,    0
113661,19061225,   41,    0
113661,19061226,   15,    0
113661,19061227,   36,    0
113661,19061228,   36,    0
113661,19061229,    0,    0
113661,19061230,   26,    0
113661,19061231,   62,    0
113661,19070101,   51,    0
113661,19070102,   72,    0
113661,19070103,   62,    0
113661,19070104,   46,    0
113661,19070105,   46,    0
113661,19070106,   46,    0
113661,19070107,   31,    0
113661,19070108,   10,    0
113661,19070109,   15,    0
113661,19070110,   31,    0
113661,19070111,   41,    0
113661,19070112,   51,    0
113661,19070113,   41,    0
113661,19070114,   41,    0
113661,19070115,   31,    0
113661,19070116,   21,    0
113661,19070117,    0,    0
113661,19070118,   10,    0
113661,19070119,   10,    0
113661,19070120,   10,    0
113661,19070121,   10,    0
113661,19070122,   67,    0
113661,19070123,   72,    0
113661,19070124,   15,    0
113661,19070125,    5,    0
113661,19070126,   31,    0
113661,19070127,   26,    0
113661,19070128,   67,    0
113661,19070129,   77,    0
113661,19070130,   62,    0
113661,19070131,   41,    0
113661,19070201,   26,    0
113661,19070202,   26,    0
113661,19070203,   15,    0
113661,19070204,    5,    0
113661,19070205,   26,    0
113661,19070206,   31,    0
113661,19070207,   15,    0
113661,19070208,    0,    0
113661,19070209,   21,    0
113661,19070210,   21,    0
113661,19070211,   36,    0
113661,19070212,   41,    0
113661,19070213,   26,    0
113661,19070214,   26,    0
113661,19070215,   26,    0
113661,19070216,   41,    0
113661,19070217,   67,    0
113661,19070218,   41,    0
113661,19070219,   62,    0
113661,19070220,   98,    0
113661,19070221,   77,    0
113661,19070222,   57,    0
113661,19070223,   36,    0
113661,19070224,   41,    0
113661,19070225,   26,    0
113661,19070226,   21,    0
113661,19070227,   10,    0
113661,19070228,   10,    0
113661,19070301,   10,    0
113661,19070302,    5,    0
113661,19070303,   26,    0
113661,19070304,   41,    0
113661,19070305,   21,    0
113661,19070306,   31,    0
113661,19070307,   26,    0
113661,19070308,   62,    0
113661,19070309,   46,    0
113661,19070310,   31,    0
113661,19070311,   46,    0
113661,19070312,   31,    0
113661,19070313,   46,    0
113661,19070314,   67,    0
113661,19070315,   46,    0
113661,19070316,   57,    0
113661,19070317,   57,    0
113661,19070318,   62,    0
113661,19070319,   82,    0
113661,19070320,   98,    0
113661,19070321,   36,    0
113661,19070322,   51,    0
113661,19070323,   57,    0
113661,19070324,   15,    0
113661,19070325,   15,    0
113661,19070326,   15,    0
113661,19070327,   15,    0
113661,19070328,   15,    0
113661,19070329,   10,    0
113661,19070330,   10,    0
113661,19070331,   10,    0
113661,19070401,    5,    0
113661,19070402,   10,    0
113661,19070403,   31,    0
113661,19070404,   46,    0
113661,19070405,   21,    0
113661,19070406,   46,    0
113661,19070407,   57,    0
113661,19070408,   46,    0
113661,19070409,   41,    0
113661,19070410,   31,    0
113661,19070411,   21,    0
113661,19070412,   41,    0
113661,19070413,   15,    0
113661,19070414,   15,    0
113661,19070415,   21,    0
113661,19070416,   21,    0
113661,19070417,   36,    0
113661,19070418,   41,    0
113661,19070419,   21,    0
113661,19070420,   21,    0
113661,19070421,   41,    0
113661,19070422,   36,    0
113661,19070423,   51,    0
113661,19070424,   46,    0
113661,19070425,   21,    0
113661,19070426,   15,    0
113661,19070427,   31,    0
113661,19070428,   31,    0
113661,19070429,   36,    0
113661,19070430,   36,    0
113661,19070501,   67,    0
113661,19070502,   72,    0
113661,19070503,   46,    0
113661,19070504,   62,    0
113661,19070505,   21,    0
113661,19070506,   21,    0
113661,19070507,   31,    0
113661,19070508,   26,    0
113661,19070509,   36,    0
113661,19070510,   26,    0
113661,19070511,   26,    0
113661,19070512,   10,    0
113661,19070513,   26,    0
113661,19070514,   41,    0
113661,19070515,   26,    0
113661,19070516,   26,    0
113661,19070517,   46,    0
113661,19070518,   31,    0
113661,19070519,   21,    0
113661,19070520,   21,    0
113661,19070521,   21,    0
113661,19070522,   26,    0
113661,19070523,   21,    0
113661,19070524,   31,    0
113661,19070525,   26,    0
113661,19070526,   26,    0
113661,19070527,   31,    0
113661,19070528,   36,    0
113661,19070529,   46,    0
113661,19070530,   26,    0
113661,19070531,   21,    0
113661,19070601,   36,    0
113661,19070602,   46,    0
113661,19070603,   62,    0
113661,19070604,   36,    0
113661,19070605,   31,    0
113661,19070606,   51,    0
113661,19070607,   36,    0
113661,19070608,   21,    0
113661,19070609,   21,    0
113661,19070610,   31,    0
113661,19070611,   21,    0
113661,19070612,   31,    0
113661,19070613,   31,    0
113661,19070614,   36,    0
113661,19070615,   36,    0
113661,19070616,   51,    0
113661,19070617,   36,    0
113661,19070618,   21,    0
113661,19070619,   46,    0
113661,19070620,   41,    0
113661,19070621,   51,    0
113661,19070622,   36,    0
113661,19070623,   51,    0
113661,19070624,   51,    0
113661,19070625,   77,    0
113661,19070626,   62,    0
113661,19070627,   41,    0
113661,19070628,   31,    0
113661,19070629,   31,    0
113661,19070630,   31,    0
113661,19070701,   41,    0
113661,19070702,   41,    0
113661,19070703,   36,    0
113661,19070704,   51,    0
113661,19070705,   41,    0
113661,19070706,   36,    0
113661,19070707,   26,    0
113661,19070708,   31,    0
113661,19070709,   41,    0
113661,19070710,   31,    0
113661,19070711,   41,    0
113661,19070712,   26,    0
113661,19070713,   15,    0
113661,19070714,   21,    0
113661,19070715,   21,    0
113661,19070716,   26,    0
113661,19070717,   31,    0
113661,19070718,   36,    0
113661,19070719,   26,    0
113661,19070720,   21,    0
113661,19070721,   15,    0
113661,19070722,   10,    0
113661,19070723,   15,    0
113661,19070724,   15,    0
113661,19070725,   15,    0
113661,19070726,   26,    0
113661,19070727,   31,    0
113661,19070728,   21,    0
113661,19070729,   31,    0
113661,19070730,   41,    0
113661,19070731,   36,    0
113661,19070801,   41,    0
113661,19070802,   26,    0
113661,19070803,   21,    0
113661,19070804,   21,    0
113661,19070805,   15,    0
113661,19070806,   51,    0
113661,19070807,   51,    0
113661,19070808,   51,    0
113661,19070809,   36,    0
113661,19070810,   31,    0
113661,19070811,   36,    0
113661,19070812,   36,    0
113661,19070813,   41,    0
113661,19070814,   36,    0
113661,19070815,   41,    0
113661,19070816,   41,    0
113661,19070817,   41,    0
113661,19070818,   36,    0
113661,19070819,   46,    0
113661,19070820,   41,    0
113661,19070821,   41,    0
113661,19070822,   31,    0
113661,19070823,   31,    0
113661,19070824,   21,    0
113661,19070825,   26,    0
113661,19070826,   26,    0
113661,19070827,   21,    0
113661,19070828,   15,    0
113661,19070829,   15,    0
113661,19070830,   15,    0
113661,19070831,   15,    0
113661,19070901,   26,    0
113661,19070902,   26,    0
113661,19070903,   41,    0
113661,19070904,   21,    0
113661,19070905,   41,    0
113661,19070906,   31,    0
113661,19070907,   21,    0
113661,19070908,   15,    0
113661,19070909,   31,    0
113661,19070910,   26,    0
113661,19070911,   26,    0
113661,19070912,   10,    0
113661,19070913,   15,    0
113661,19070914,   26,    0
113661,19070915,   26,    0
113661,19070916,   15,    0
113661,19070917,   31,    0
113661,19070918,   26,    0
113661,19070919,   21,    0
113661,19070920,   26,    0
113661,19070921,   21,    0
113661,19070922,   26,    0
113661,19070923,   10,    0
113661,19070924,   15,    0
113661,19070925,   21,    0
113661,19070926,   15,    0
113661,19070927,   21,    0
113661,19070928,   31,    0
113661,19070929,   15,    0
113661,19070930,   10,    0
113661,19071001,   26,    0
113661,19071002,   46,    0
113661,19071003,   31,    0
113661,19071004,   31,    0
113661,19071005,   10,    0
113661,19071006,   41,    0
113661,19071007,   46,    0
113661,19071008,   26,    0
113661,19071009,   21,    0
113661,19071010,   26,    0
113661,19071011,   31,    0
113661,19071012,   21,    0
113661,19071013,   21,    0
113661,19071014,   36,    0
113661,19071015,   41,    0
113661,19071016,   26,    0
113661,19071017,   41,    0
113661,19071018,   57,    0
113661,19071019,   46,    0
113661,19071020,   36,    0
113661,19071021,   21,    0
113661,19071022,   21,    0
113661,19071023,   15,    0
113661,19071024,   15,    0
