EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 23-04-2021
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 TG   : daily Mean temperature in 0.1 &#176;C
23-27 Q_TG : quality code for TG (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station AUSTRIA, SONNBLICK (STAID: 15).
Blended and updated with sources: 100040 911146 911343 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   TG, Q_TG
100040,19010101, -143,    0
100040,19010102, -212,    0
100040,19010103, -262,    0
100040,19010104, -296,    0
100040,19010105, -270,    0
100040,19010106, -201,    0
100040,19010107, -168,    0
100040,19010108, -142,    0
100040,19010109, -121,    0
100040,19010110, -124,    0
100040,19010111, -143,    0
100040,19010112, -158,    0
100040,19010113, -175,    0
100040,19010114, -146,    0
100040,19010115, -103,    0
100040,19010116,  -86,    0
100040,19010117,  -65,    0
100040,19010118,  -49,    0
100040,19010119,  -60,    0
100040,19010120,  -83,    0
100040,19010121, -128,    0
100040,19010122,  -80,    0
100040,19010123,  -20,    0
100040,19010124,  -35,    0
100040,19010125,  -61,    0
100040,19010126, -135,    0
100040,19010127, -126,    0
100040,19010128, -122,    0
100040,19010129, -185,    0
100040,19010130, -209,    0
100040,19010131, -209,    0
100040,19010201, -183,    0
100040,19010202, -161,    0
100040,19010203, -181,    0
100040,19010204, -161,    0
100040,19010205, -138,    0
100040,19010206, -145,    0
100040,19010207, -169,    0
100040,19010208, -155,    0
100040,19010209, -176,    0
100040,19010210, -190,    0
100040,19010211, -198,    0
100040,19010212, -249,    0
100040,19010213, -277,    0
100040,19010214, -298,    0
100040,19010215, -297,    0
100040,19010216, -278,    0
100040,19010217, -208,    0
100040,19010218, -232,    0
100040,19010219, -263,    0
100040,19010220, -276,    0
100040,19010221, -230,    0
100040,19010222, -189,    0
100040,19010223, -172,    0
100040,19010224, -159,    0
100040,19010225, -162,    0
100040,19010226, -126,    0
100040,19010227, -105,    0
100040,19010228, -118,    0
100040,19010301, -115,    0
100040,19010302,  -95,    0
100040,19010303,  -96,    0
100040,19010304, -144,    0
100040,19010305, -147,    0
100040,19010306, -155,    0
100040,19010307, -152,    0
100040,19010308, -162,    0
100040,19010309, -117,    0
100040,19010310, -101,    0
100040,19010311,  -83,    0
100040,19010312, -101,    0
100040,19010313,  -90,    0
100040,19010314, -105,    0
100040,19010315, -107,    0
100040,19010316,  -95,    0
100040,19010317,  -93,    0
100040,19010318,  -87,    0
100040,19010319,  -88,    0
100040,19010320,  -74,    0
100040,19010321, -109,    0
100040,19010322, -164,    0
100040,19010323, -221,    0
100040,19010324, -202,    0
100040,19010325, -138,    0
100040,19010326, -133,    0
100040,19010327, -170,    0
100040,19010328, -191,    0
100040,19010329, -247,    0
100040,19010330, -212,    0
100040,19010331, -144,    0
100040,19010401, -100,    0
100040,19010402,  -64,    0
100040,19010403,  -69,    0
100040,19010404,  -51,    0
100040,19010405,  -40,    0
100040,19010406,  -72,    0
100040,19010407,  -39,    0
100040,19010408,  -44,    0
100040,19010409,  -28,    0
100040,19010410,  -68,    0
100040,19010411, -106,    0
100040,19010412,  -75,    0
100040,19010413, -117,    0
100040,19010414, -140,    0
100040,19010415,  -90,    0
100040,19010416, -114,    0
100040,19010417, -134,    0
100040,19010418, -174,    0
100040,19010419, -160,    0
100040,19010420, -115,    0
100040,19010421, -101,    0
100040,19010422,  -82,    0
100040,19010423,  -84,    0
100040,19010424,  -77,    0
100040,19010425,  -65,    0
100040,19010426,  -65,    0
100040,19010427,  -56,    0
100040,19010428,  -59,    0
100040,19010429,  -65,    0
100040,19010430,  -93,    0
100040,19010501, -108,    0
100040,19010502,  -92,    0
100040,19010503,  -85,    0
100040,19010504,  -99,    0
100040,19010505,  -85,    0
100040,19010506,  -65,    0
100040,19010507,  -62,    0
100040,19010508,  -51,    0
100040,19010509,  -56,    0
100040,19010510,  -56,    0
100040,19010511,  -42,    0
100040,19010512,  -33,    0
100040,19010513,  -39,    0
100040,19010514,  -59,    0
100040,19010515,  -59,    0
100040,19010516,  -50,    0
100040,19010517,  -37,    0
100040,19010518,  -21,    0
100040,19010519,  -22,    0
100040,19010520,  -27,    0
100040,19010521,  -47,    0
100040,19010522,  -32,    0
100040,19010523,  -31,    0
100040,19010524,  -28,    0
100040,19010525,  -17,    0
100040,19010526,  -12,    0
100040,19010527,   -5,    0
100040,19010528,   -9,    0
100040,19010529,    5,    0
100040,19010530,   14,    0
100040,19010531,   30,    0
100040,19010601,   46,    0
100040,19010602,   48,    0
100040,19010603,   42,    0
100040,19010604,    8,    0
100040,19010605,  -17,    0
100040,19010606,  -30,    0
100040,19010607,  -12,    0
100040,19010608,   12,    0
100040,19010609,   24,    0
100040,19010610,    3,    0
100040,19010611,  -12,    0
100040,19010612,   14,    0
100040,19010613,    4,    0
100040,19010614,    0,    0
100040,19010615,   10,    0
100040,19010616,  -40,    0
100040,19010617,  -67,    0
100040,19010618,  -43,    0
100040,19010619,  -78,    0
100040,19010620,  -59,    0
100040,19010621,  -35,    0
100040,19010622,  -29,    0
100040,19010623,   -5,    0
100040,19010624,   10,    0
100040,19010625,    7,    0
100040,19010626,   12,    0
100040,19010627,   -8,    0
100040,19010628,    3,    0
100040,19010629,   16,    0
100040,19010630,   42,    0
100040,19010701,   31,    0
100040,19010702,   -1,    0
100040,19010703,   18,    0
100040,19010704,  -10,    0
100040,19010705,  -25,    0
100040,19010706,  -32,    0
100040,19010707,  -21,    0
100040,19010708,   -7,    0
100040,19010709,    2,    0
100040,19010710,   -5,    0
100040,19010711,  -21,    0
100040,19010712,  -15,    0
100040,19010713,    5,    0
100040,19010714,   15,    0
100040,19010715,   18,    0
100040,19010716,   -2,    0
100040,19010717,   -5,    0
100040,19010718,    4,    0
100040,19010719,    7,    0
100040,19010720,   20,    0
100040,19010721,   26,    0
100040,19010722,   40,    0
100040,19010723,   40,    0
100040,19010724,   -3,    0
100040,19010725,   22,    0
100040,19010726,   13,    0
100040,19010727,    5,    0
100040,19010728,   26,    0
100040,19010729,   32,    0
100040,19010730,   38,    0
100040,19010731,   44,    0
100040,19010801,   30,    0
100040,19010802,   23,    0
100040,19010803,    1,    0
100040,19010804,  -12,    0
100040,19010805,   21,    0
100040,19010806,   11,    0
100040,19010807,  -15,    0
100040,19010808,  -18,    0
100040,19010809,   15,    0
100040,19010810,   60,    0
100040,19010811,   54,    0
100040,19010812,   33,    0
100040,19010813,   17,    0
100040,19010814,   16,    0
100040,19010815,   24,    0
100040,19010816,  -17,    0
100040,19010817,  -15,    0
100040,19010818,   12,    0
100040,19010819,   31,    0
100040,19010820,   35,    0
100040,19010821,    7,    0
100040,19010822,   -7,    0
100040,19010823,   13,    0
100040,19010824,   36,    0
100040,19010825,   54,    0
100040,19010826,   21,    0
100040,19010827,  -39,    0
100040,19010828,  -50,    0
100040,19010829,  -56,    0
100040,19010830,  -31,    0
100040,19010831,   24,    0
100040,19010901,   20,    0
100040,19010902,   13,    0
100040,19010903,   18,    0
100040,19010904,   -1,    0
100040,19010905,    4,    0
100040,19010906,  -29,    0
100040,19010907,    4,    0
100040,19010908,    7,    0
100040,19010909,   15,    0
100040,19010910,   21,    0
100040,19010911,   14,    0
100040,19010912,    5,    0
100040,19010913,  -15,    0
100040,19010914,  -32,    0
100040,19010915,  -25,    0
100040,19010916,  -50,    0
100040,19010917,  -46,    0
100040,19010918,  -24,    0
100040,19010919,   -6,    0
100040,19010920,   -8,    0
100040,19010921,    2,    0
100040,19010922,   -5,    0
100040,19010923,    2,    0
100040,19010924,   -5,    0
100040,19010925,    0,    0
100040,19010926,  -11,    0
100040,19010927,  -25,    0
100040,19010928,  -32,    0
100040,19010929,  -26,    0
100040,19010930,  -19,    0
100040,19011001,   -7,    0
100040,19011002,    8,    0
100040,19011003,   10,    0
100040,19011004,    2,    0
100040,19011005,  -27,    0
100040,19011006,  -40,    0
100040,19011007,  -79,    0
100040,19011008, -118,    0
100040,19011009,  -80,    0
100040,19011010, -103,    0
100040,19011011, -122,    0
100040,19011012,  -88,    0
100040,19011013,  -72,    0
100040,19011014,  -56,    0
100040,19011015,  -43,    0
100040,19011016,  -35,    0
100040,19011017,  -25,    0
100040,19011018,  -33,    0
100040,19011019,  -14,    0
100040,19011020,  -24,    0
100040,19011021,  -26,    0
100040,19011022,  -31,    0
100040,19011023,  -50,    0
100040,19011024,  -54,    0
100040,19011025,  -58,    0
100040,19011026,  -65,    0
100040,19011027,  -71,    0
100040,19011028,  -79,    0
100040,19011029,  -57,    0
100040,19011030,  -46,    0
100040,19011031,  -58,    0
100040,19011101,  -89,    0
100040,19011102,  -74,    0
100040,19011103,  -84,    0
100040,19011104, -101,    0
100040,19011105,  -86,    0
100040,19011106,  -84,    0
100040,19011107,  -76,    0
100040,19011108,  -54,    0
100040,19011109,  -53,    0
100040,19011110,  -92,    0
100040,19011111,  -65,    0
100040,19011112,  -52,    0
100040,19011113,  -52,    0
100040,19011114,  -73,    0
100040,19011115,  -66,    0
100040,19011116,  -48,    0
100040,19011117,  -73,    0
100040,19011118, -122,    0
100040,19011119, -110,    0
100040,19011120,  -70,    0
100040,19011121,  -50,    0
100040,19011122,  -72,    0
100040,19011123, -132,    0
100040,19011124, -163,    0
100040,19011125, -117,    0
100040,19011126, -148,    0
100040,19011127, -175,    0
100040,19011128, -164,    0
100040,19011129, -190,    0
100040,19011130, -172,    0
100040,19011201, -123,    0
100040,19011202, -124,    0
100040,19011203,  -81,    0
100040,19011204, -138,    0
100040,19011205, -131,    0
100040,19011206,  -77,    0
100040,19011207,  -73,    0
100040,19011208,  -58,    0
100040,19011209,  -70,    0
100040,19011210, -143,    0
100040,19011211, -189,    0
100040,19011212, -191,    0
100040,19011213, -145,    0
100040,19011214, -135,    0
100040,19011215, -166,    0
100040,19011216, -170,    0
100040,19011217, -120,    0
100040,19011218,  -95,    0
100040,19011219, -109,    0
100040,19011220,  -96,    0
100040,19011221, -110,    0
100040,19011222, -110,    0
100040,19011223, -111,    0
100040,19011224, -115,    0
100040,19011225, -103,    0
100040,19011226, -122,    0
100040,19011227, -125,    0
100040,19011228, -154,    0
100040,19011229, -130,    0
100040,19011230, -107,    0
100040,19011231,  -65,    0
100040,19020101,  -57,    0
100040,19020102,  -69,    0
100040,19020103, -102,    0
100040,19020104,  -80,    0
100040,19020105,  -84,    0
100040,19020106, -138,    0
100040,19020107, -129,    0
100040,19020108, -113,    0
100040,19020109,  -57,    0
100040,19020110,  -62,    0
100040,19020111,  -84,    0
100040,19020112,  -96,    0
100040,19020113,  -98,    0
100040,19020114, -147,    0
100040,19020115, -214,    0
100040,19020116, -174,    0
100040,19020117, -127,    0
100040,19020118, -107,    0
100040,19020119, -121,    0
100040,19020120,  -96,    0
100040,19020121,  -85,    0
100040,19020122,  -91,    0
100040,19020123,  -82,    0
100040,19020124,  -92,    0
100040,19020125, -114,    0
100040,19020126, -167,    0
100040,19020127, -187,    0
100040,19020128, -133,    0
100040,19020129, -147,    0
100040,19020130, -144,    0
100040,19020131, -128,    0
100040,19020201, -141,    0
100040,19020202, -137,    0
100040,19020203, -110,    0
100040,19020204, -113,    0
100040,19020205, -148,    0
100040,19020206, -126,    0
100040,19020207,  -90,    0
100040,19020208, -100,    0
100040,19020209, -135,    0
100040,19020210, -112,    0
100040,19020211, -126,    0
100040,19020212, -113,    0
100040,19020213, -102,    0
100040,19020214,  -99,    0
100040,19020215, -105,    0
100040,19020216, -110,    0
100040,19020217,  -86,    0
100040,19020218, -112,    0
100040,19020219, -107,    0
100040,19020220,  -96,    0
100040,19020221, -115,    0
100040,19020222, -134,    0
100040,19020223, -136,    0
100040,19020224, -105,    0
100040,19020225,  -93,    0
100040,19020226,  -90,    0
100040,19020227,  -96,    0
100040,19020228,  -83,    0
100040,19020301,  -76,    0
100040,19020302, -104,    0
100040,19020303, -111,    0
100040,19020304, -148,    0
100040,19020305, -157,    0
100040,19020306, -104,    0
100040,19020307,  -74,    0
100040,19020308, -120,    0
100040,19020309, -128,    0
100040,19020310, -178,    0
100040,19020311, -197,    0
100040,19020312, -177,    0
100040,19020313, -160,    0
100040,19020314, -108,    0
100040,19020315, -110,    0
100040,19020316, -147,    0
100040,19020317, -169,    0
100040,19020318, -124,    0
100040,19020319,  -64,    0
100040,19020320,  -70,    0
100040,19020321,  -79,    0
100040,19020322,  -85,    0
100040,19020323, -105,    0
100040,19020324, -145,    0
100040,19020325, -143,    0
100040,19020326, -141,    0
100040,19020327, -139,    0
100040,19020328, -110,    0
100040,19020329, -103,    0
100040,19020330, -125,    0
100040,19020331, -166,    0
100040,19020401, -103,    0
100040,19020402,  -56,    0
100040,19020403,  -43,    0
100040,19020404,  -44,    0
100040,19020405,  -58,    0
100040,19020406,  -63,    0
100040,19020407, -105,    0
100040,19020408, -141,    0
100040,19020409,  -98,    0
100040,19020410,  -81,    0
100040,19020411,  -77,    0
100040,19020412,  -37,    0
100040,19020413,  -39,    0
100040,19020414,  -24,    0
100040,19020415,  -26,    0
100040,19020416,  -30,    0
100040,19020417,  -27,    0
100040,19020418,  -22,    0
100040,19020419,  -16,    0
100040,19020420,  -14,    0
100040,19020421,  -35,    0
100040,19020422,  -31,    0
100040,19020423,  -36,    0
100040,19020424,  -29,    0
100040,19020425,  -19,    0
100040,19020426,  -28,    0
100040,19020427,  -30,    0
100040,19020428,  -24,    0
100040,19020429, -105,    0
100040,19020430, -152,    0
100040,19020501, -112,    0
100040,19020502, -116,    0
100040,19020503, -101,    0
100040,19020504,  -63,    0
100040,19020505,  -93,    0
100040,19020506, -117,    0
100040,19020507, -125,    0
100040,19020508,  -75,    0
100040,19020509, -112,    0
100040,19020510, -119,    0
100040,19020511,  -85,    0
100040,19020512,  -78,    0
100040,19020513,  -64,    0
100040,19020514,  -86,    0
100040,19020515, -112,    0
100040,19020516, -112,    0
100040,19020517,  -66,    0
100040,19020518,  -73,    0
100040,19020519,  -86,    0
100040,19020520, -117,    0
100040,19020521, -116,    0
100040,19020522, -116,    0
100040,19020523, -131,    0
100040,19020524, -109,    0
100040,19020525,  -78,    0
100040,19020526,  -57,    0
100040,19020527,  -43,    0
100040,19020528,  -33,    0
100040,19020529,  -18,    0
100040,19020530,  -17,    0
100040,19020531,  -15,    0
100040,19020601,   -4,    0
100040,19020602,   23,    0
100040,19020603,    1,    0
100040,19020604,   -8,    0
100040,19020605,    9,    0
100040,19020606,    1,    0
100040,19020607,  -19,    0
100040,19020608,  -47,    0
100040,19020609,  -54,    0
100040,19020610,  -30,    0
100040,19020611,  -14,    0
100040,19020612,  -16,    0
100040,19020613,   -9,    0
100040,19020614,  -54,    0
100040,19020615,  -67,    0
100040,19020616,  -46,    0
100040,19020617,  -81,    0
100040,19020618,  -76,    0
100040,19020619,  -59,    0
100040,19020620,  -37,    0
100040,19020621,  -42,    0
100040,19020622,  -47,    0
100040,19020623,  -28,    0
100040,19020624,  -23,    0
100040,19020625,  -38,    0
100040,19020626,  -49,    0
100040,19020627,  -35,    0
100040,19020628,  -12,    0
100040,19020629,   17,    0
100040,19020630,   42,    0
100040,19020701,   57,    0
100040,19020702,    6,    0
100040,19020703,  -46,    0
100040,19020704,  -18,    0
100040,19020705,   19,    0
100040,19020706,   22,    0
100040,19020707,   62,    0
100040,19020708,   52,    0
100040,19020709,   39,    0
100040,19020710,   53,    0
100040,19020711,  -13,    0
100040,19020712,  -50,    0
100040,19020713,  -11,    0
100040,19020714,   25,    0
100040,19020715,   56,    0
100040,19020716,   57,    0
100040,19020717,   51,    0
100040,19020718,   34,    0
100040,19020719,   15,    0
100040,19020720,   -6,    0
100040,19020721,  -19,    0
100040,19020722,  -32,    0
100040,19020723,  -34,    0
100040,19020724,   -9,    0
100040,19020725,   -9,    0
100040,19020726,   15,    0
100040,19020727,   60,    0
100040,19020728,   20,    0
100040,19020729,  -27,    0
100040,19020730,   11,    0
100040,19020731,   22,    0
100040,19020801,   29,    0
100040,19020802,   35,    0
100040,19020803,   10,    0
100040,19020804,    0,    0
100040,19020805,   34,    0
100040,19020806,   41,    0
100040,19020807,   57,    0
100040,19020808,   34,    0
100040,19020809,    4,    0
100040,19020810,   -9,    0
100040,19020811,  -27,    0
100040,19020812,  -75,    0
100040,19020813,  -71,    0
100040,19020814,  -37,    0
100040,19020815,  -26,    0
100040,19020816,  -10,    0
100040,19020817,   11,    0
100040,19020818,   19,    0
100040,19020819,   43,    0
100040,19020820,   22,    0
100040,19020821,   -5,    0
100040,19020822,  -23,    0
100040,19020823,  -23,    0
100040,19020824,   24,    0
100040,19020825,   48,    0
100040,19020826,   36,    0
100040,19020827,   14,    0
100040,19020828,   24,    0
100040,19020829,   33,    0
100040,19020830,   26,    0
100040,19020831,   25,    0
100040,19020901,   30,    0
100040,19020902,   11,    0
100040,19020903,   29,    0
100040,19020904,   51,    0
100040,19020905,   56,    0
100040,19020906,   24,    0
100040,19020907,   -9,    0
100040,19020908,   24,    0
100040,19020909,   24,    0
100040,19020910,   44,    0
100040,19020911,   23,    0
100040,19020912,   13,    0
100040,19020913,  -27,    0
100040,19020914,  -45,    0
100040,19020915,  -15,    0
100040,19020916,  -19,    0
100040,19020917,  -11,    0
100040,19020918,  -36,    0
100040,19020919,  -46,    0
100040,19020920,  -26,    0
100040,19020921,    8,    0
100040,19020922,  -10,    0
100040,19020923,   -1,    0
100040,19020924,   -2,    0
100040,19020925,  -13,    0
100040,19020926,  -17,    0
100040,19020927,  -17,    0
100040,19020928,  -47,    0
100040,19020929,  -60,    0
100040,19020930,  -20,    0
100040,19021001,  -31,    0
100040,19021002,  -56,    0
100040,19021003,  -54,    0
100040,19021004,  -48,    0
100040,19021005,  -31,    0
100040,19021006,  -25,    0
100040,19021007,  -43,    0
100040,19021008,  -70,    0
100040,19021009,  -19,    0
100040,19021010,    5,    0
100040,19021011,   -6,    0
100040,19021012,  -25,    0
100040,19021013,  -38,    0
100040,19021014,  -37,    0
100040,19021015,  -49,    0
100040,19021016,  -41,    0
100040,19021017,  -85,    0
100040,19021018, -127,    0
100040,19021019,  -94,    0
100040,19021020,  -83,    0
100040,19021021,  -53,    0
100040,19021022,  -73,    0
100040,19021023, -121,    0
100040,19021024, -125,    0
100040,19021025,  -73,    0
100040,19021026,  -33,    0
100040,19021027,  -54,    0
100040,19021028,  -80,    0
100040,19021029,  -75,    0
100040,19021030,  -50,    0
100040,19021031,  -73,    0
100040,19021101,  -69,    0
100040,19021102,  -66,    0
100040,19021103,  -58,    0
100040,19021104,  -43,    0
100040,19021105,   -7,    0
100040,19021106,  -20,    0
100040,19021107,  -38,    0
100040,19021108,  -57,    0
100040,19021109,  -63,    0
100040,19021110,  -77,    0
100040,19021111,  -64,    0
100040,19021112,  -33,    0
100040,19021113,  -37,    0
100040,19021114,  -36,    0
100040,19021115,  -68,    0
100040,19021116,  -73,    0
100040,19021117, -116,    0
100040,19021118, -171,    0
100040,19021119, -145,    0
100040,19021120, -102,    0
100040,19021121, -113,    0
100040,19021122, -107,    0
100040,19021123, -110,    0
100040,19021124, -124,    0
100040,19021125,  -94,    0
100040,19021126,  -82,    0
100040,19021127, -107,    0
100040,19021128, -116,    0
100040,19021129,  -89,    0
100040,19021130,  -76,    0
100040,19021201,  -67,    0
100040,19021202,  -91,    0
100040,19021203, -133,    0
100040,19021204, -142,    0
100040,19021205, -148,    0
100040,19021206, -159,    0
100040,19021207, -135,    0
100040,19021208, -130,    0
100040,19021209, -123,    0
100040,19021210, -103,    0
100040,19021211,  -91,    0
100040,19021212,  -80,    0
100040,19021213,  -65,    0
100040,19021214,  -90,    0
100040,19021215, -100,    0
100040,19021216, -143,    0
100040,19021217, -107,    0
100040,19021218,  -76,    0
100040,19021219, -147,    0
100040,19021220, -171,    0
100040,19021221, -161,    0
100040,19021222, -189,    0
100040,19021223, -164,    0
100040,19021224, -111,    0
100040,19021225,  -78,    0
100040,19021226,  -86,    0
100040,19021227, -107,    0
100040,19021228,  -92,    0
100040,19021229,  -98,    0
100040,19021230, -114,    0
100040,19021231, -148,    0
100040,19030101, -177,    0
100040,19030102, -164,    0
100040,19030103, -106,    0
100040,19030104,  -86,    0
100040,19030105,  -78,    0
100040,19030106,  -70,    0
100040,19030107,  -64,    0
100040,19030108,  -73,    0
100040,19030109,  -74,    0
100040,19030110,  -72,    0
100040,19030111,  -70,    0
100040,19030112, -121,    0
100040,19030113, -152,    0
100040,19030114, -157,    0
100040,19030115, -161,    0
100040,19030116, -155,    0
100040,19030117, -142,    0
100040,19030118, -147,    0
100040,19030119, -138,    0
100040,19030120, -131,    0
100040,19030121, -131,    0
100040,19030122, -142,    0
100040,19030123, -131,    0
100040,19030124, -163,    0
100040,19030125, -144,    0
100040,19030126,  -85,    0
100040,19030127,  -64,    0
100040,19030128,  -46,    0
100040,19030129, -101,    0
100040,19030130,  -66,    0
100040,19030131,  -67,    0
100040,19030201, -106,    0
100040,19030202, -123,    0
100040,19030203, -172,    0
100040,19030204, -160,    0
100040,19030205, -111,    0
100040,19030206,  -86,    0
100040,19030207,  -79,    0
100040,19030208,  -64,    0
100040,19030209,  -51,    0
100040,19030210,  -97,    0
100040,19030211,  -71,    0
100040,19030212,  -85,    0
100040,19030213, -134,    0
100040,19030214, -142,    0
100040,19030215, -130,    0
100040,19030216, -192,    0
100040,19030217, -218,    0
100040,19030218, -147,    0
100040,19030219,  -98,    0
100040,19030220,  -65,    0
100040,19030221,  -52,    0
100040,19030222,  -48,    0
100040,19030223,  -28,    0
100040,19030224,  -97,    0
100040,19030225,  -82,    0
100040,19030226,  -94,    0
100040,19030227,  -93,    0
100040,19030228,  -55,    0
100040,19030301, -113,    0
100040,19030302, -116,    0
100040,19030303, -127,    0
100040,19030304, -150,    0
100040,19030305, -116,    0
100040,19030306,  -86,    0
100040,19030307, -148,    0
100040,19030308, -186,    0
100040,19030309, -183,    0
100040,19030310, -144,    0
100040,19030311, -143,    0
100040,19030312, -140,    0
100040,19030313, -151,    0
100040,19030314, -130,    0
100040,19030315, -109,    0
100040,19030316,  -69,    0
100040,19030317, -100,    0
100040,19030318,  -93,    0
100040,19030319, -125,    0
100040,19030320, -130,    0
100040,19030321,  -77,    0
100040,19030322,  -33,    0
100040,19030323,  -41,    0
100040,19030324,  -37,    0
100040,19030325,  -44,    0
100040,19030326,  -70,    0
100040,19030327,  -67,    0
100040,19030328,  -60,    0
100040,19030329,  -50,    0
100040,19030330,  -73,    0
100040,19030331, -120,    0
100040,19030401, -154,    0
100040,19030402, -122,    0
100040,19030403, -102,    0
100040,19030404, -111,    0
100040,19030405, -124,    0
100040,19030406, -171,    0
100040,19030407, -118,    0
100040,19030408, -120,    0
100040,19030409, -162,    0
100040,19030410, -163,    0
100040,19030411, -139,    0
100040,19030412, -120,    0
100040,19030413, -114,    0
100040,19030414, -158,    0
100040,19030415, -163,    0
100040,19030416, -105,    0
100040,19030417, -153,    0
100040,19030418, -209,    0
100040,19030419, -225,    0
100040,19030420, -185,    0
100040,19030421, -135,    0
100040,19030422, -100,    0
100040,19030423,  -74,    0
100040,19030424,  -73,    0
100040,19030425,  -90,    0
100040,19030426,  -88,    0
100040,19030427,  -96,    0
100040,19030428,  -76,    0
100040,19030429,  -66,    0
100040,19030430,  -67,    0
100040,19030501,  -51,    0
100040,19030502,  -37,    0
100040,19030503,  -23,    0
100040,19030504,  -27,    0
100040,19030505,  -41,    0
100040,19030506,  -52,    0
100040,19030507,  -51,    0
100040,19030508,  -35,    0
100040,19030509,  -53,    0
100040,19030510,  -50,    0
100040,19030511,  -70,    0
100040,19030512,  -60,    0
100040,19030513,  -50,    0
100040,19030514,  -79,    0
100040,19030515,  -47,    0
100040,19030516,  -69,    0
100040,19030517,  -55,    0
100040,19030518,  -80,    0
100040,19030519,  -76,    0
100040,19030520,  -62,    0
100040,19030521,  -53,    0
100040,19030522,  -43,    0
100040,19030523,  -27,    0
100040,19030524,  -30,    0
100040,19030525,  -38,    0
100040,19030526,  -54,    0
100040,19030527,  -35,    0
100040,19030528,  -22,    0
100040,19030529,   -2,    0
100040,19030530,  -15,    0
100040,19030531,  -26,    0
100040,19030601,  -12,    0
100040,19030602,   -6,    0
100040,19030603,   -1,    0
100040,19030604,   -9,    0
100040,19030605,  -39,    0
100040,19030606,  -41,    0
100040,19030607,  -50,    0
100040,19030608,  -45,    0
100040,19030609,  -22,    0
100040,19030610,  -10,    0
100040,19030611,  -11,    0
100040,19030612,  -22,    0
100040,19030613,  -13,    0
100040,19030614,   -7,    0
100040,19030615,  -21,    0
100040,19030616,  -21,    0
100040,19030617,  -41,    0
100040,19030618,  -22,    0
100040,19030619,  -19,    0
100040,19030620,   -6,    0
100040,19030621,  -17,    0
100040,19030622,  -38,    0
100040,19030623,  -59,    0
100040,19030624,  -44,    0
100040,19030625,  -25,    0
100040,19030626,  -29,    0
100040,19030627,  -31,    0
100040,19030628,  -19,    0
100040,19030629,    2,    0
100040,19030630,   17,    0
100040,19030701,   -4,    0
100040,19030702,    9,    0
100040,19030703,   40,    0
100040,19030704,   42,    0
100040,19030705,   46,    0
100040,19030706,   26,    0
100040,19030707,  -35,    0
100040,19030708,  -77,    0
100040,19030709,  -72,    0
100040,19030710,  -53,    0
100040,19030711,  -31,    0
100040,19030712,   -3,    0
100040,19030713,    3,    0
100040,19030714,   14,    0
100040,19030715,   28,    0
100040,19030716,   48,    0
100040,19030717,   33,    0
100040,19030718,   36,    0
100040,19030719,   51,    0
100040,19030720,   21,    0
100040,19030721,   -8,    0
100040,19030722,  -17,    0
100040,19030723,    8,    0
100040,19030724,  -13,    0
100040,19030725,  -38,    0
100040,19030726,  -25,    0
100040,19030727,  -16,    0
100040,19030728,   -7,    0
100040,19030729,   12,    0
100040,19030730,    0,    0
100040,19030731,  -39,    0
100040,19030801,  -34,    0
100040,19030802,   -4,    0
100040,19030803,   14,    0
100040,19030804,  -15,    0
100040,19030805,   26,    0
100040,19030806,   60,    0
100040,19030807,   56,    0
100040,19030808,   44,    0
100040,19030809,   54,    0
100040,19030810,   28,    0
100040,19030811,   19,    0
100040,19030812,   51,    0
100040,19030813,   23,    0
100040,19030814,   17,    0
100040,19030815,   36,    0
100040,19030816,  -12,    0
100040,19030817,  -28,    0
100040,19030818,  -24,    0
100040,19030819,  -19,    0
100040,19030820,  -48,    0
100040,19030821,  -11,    0
100040,19030822,   27,    0
100040,19030823,   54,    0
100040,19030824,   47,    0
100040,19030825,   42,    0
100040,19030826,    5,    0
100040,19030827,   10,    0
100040,19030828,   52,    0
100040,19030829,   53,    0
100040,19030830,   10,    0
100040,19030831,   25,    0
100040,19030901,   69,    0
100040,19030902,   59,    0
100040,19030903,   73,    0
100040,19030904,   69,    0
100040,19030905,   56,    0
100040,19030906,   57,    0
100040,19030907,   54,    0
100040,19030908,   38,    0
100040,19030909,   41,    0
100040,19030910,   12,    0
100040,19030911,  -22,    0
100040,19030912,  -54,    0
100040,19030913,  -13,    0
100040,19030914,  -17,    0
100040,19030915,  -61,    0
100040,19030916,  -37,    0
100040,19030917,  -65,    0
100040,19030918,  -49,    0
100040,19030919,  -32,    0
100040,19030920,  -48,    0
100040,19030921,  -36,    0
100040,19030922,  -30,    0
100040,19030923,  -25,    0
100040,19030924,  -14,    0
100040,19030925,  -10,    0
100040,19030926,   -1,    0
100040,19030927,   -3,    0
100040,19030928,   -8,    0
100040,19030929,    3,    0
100040,19030930,   -8,    0
100040,19031001,    8,    0
100040,19031002,    5,    0
