EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 23-04-2021
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 TX   : daily Maximum temperature in 0.1 &#176;C
23-27 Q_TX : quality code for TX (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station AUSTRIA, SONNBLICK (STAID: 15).
Blended and updated with sources: 102152 117875 911146 911343 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   TX, Q_TX
102152,19021123,  -95,    0
102152,19021124, -110,    0
102152,19021125,  -70,    0
102152,19021126,  -68,    0
102152,19021127,  -96,    0
102152,19021128, -103,    0
102152,19021129,  -65,    0
102152,19021130,  -64,    0
102152,19021201,  -46,    0
102152,19021202,  -63,    0
102152,19021203, -118,    0
102152,19021204, -130,    0
102152,19021205, -134,    0
102152,19021206, -152,    0
102152,19021207, -114,    0
102152,19021208, -114,    0
102152,19021209, -112,    0
102152,19021210,  -88,    0
102152,19021211,  -78,    0
102152,19021212,  -69,    0
102152,19021213,  -53,    0
102152,19021214,  -76,    0
102152,19021215,  -88,    0
102152,19021216, -112,    0
102152,19021217,  -40,    0
102152,19021218,  -52,    0
102152,19021219, -100,    0
102152,19021220, -146,    0
102152,19021221, -146,    0
102152,19021222, -176,    0
102152,19021223, -134,    0
102152,19021224,  -88,    0
102152,19021225,  -66,    0
102152,19021226,  -57,    0
102152,19021227, -100,    0
102152,19021228,  -66,    0
102152,19021229,  -70,    0
102152,19021230, -102,    0
102152,19021231, -102,    0
102152,19030101, -162,    0
102152,19030102, -142,    0
102152,19030103,  -68,    0
102152,19030104,  -70,    0
102152,19030105,  -56,    0
102152,19030106,  -61,    0
102152,19030107,  -51,    0
102152,19030108,  -57,    0
102152,19030109,  -65,    0
102152,19030110,  -60,    0
102152,19030111,  -68,    0
102152,19030112,  -68,    0
102152,19030113, -122,    0
102152,19030114, -130,    0
102152,19030115, -146,    0
102152,19030116, -144,    0
102152,19030117, -132,    0
102152,19030118, -138,    0
102152,19030119, -122,    0
102152,19030120, -114,    0
102152,19030121, -114,    0
102152,19030122, -130,    0
102152,19030123, -109,    0
102152,19030124, -132,    0
102152,19030125, -100,    0
102152,19030126,  -64,    0
102152,19030127,  -30,    0
102152,19030128,  -32,    0
102152,19030129,  -60,    0
102152,19030130,  -40,    0
102152,19030131,  -44,    0
102152,19030201,  -89,    0
102152,19030202,  -98,    0
102152,19030203, -148,    0
102152,19030204, -124,    0
102152,19030205,  -95,    0
102152,19030206,  -71,    0
102152,19030207,  -65,    0
102152,19030208,  -50,    0
102152,19030209,  -36,    0
102152,19030210,  -62,    0
102152,19030211,  -37,    0
102152,19030212,  -72,    0
102152,19030213,  -97,    0
102152,19030214, -116,    0
102152,19030215, -124,    0
102152,19030216, -136,    0
102152,19030217, -178,    0
102152,19030218, -114,    0
102152,19030219,  -72,    0
102152,19030220,  -42,    0
102152,19030221,  -33,    0
102152,19030222,  -32,    0
102152,19030223,  -14,    0
102152,19030224,  -36,    0
102152,19030225,  -48,    0
102152,19030226,  -80,    0
102152,19030227,  -74,    0
102152,19030228,  -23,    0
102152,19030301,  -86,    0
102152,19030302,  -96,    0
102152,19030303, -114,    0
102152,19030304, -125,    0
102152,19030305,  -58,    0
102152,19030306,  -58,    0
102152,19030307, -114,    0
102152,19030308, -182,    0
102152,19030309, -176,    0
102152,19030310, -112,    0
102152,19030311, -120,    0
102152,19030312, -122,    0
102152,19030313, -134,    0
102152,19030314, -106,    0
102152,19030315,  -92,    0
102152,19030316,  -42,    0
102152,19030317,  -90,    0
102152,19030318,  -74,    0
102152,19030319,  -89,    0
102152,19030320,  -97,    0
102152,19030321,  -56,    0
102152,19030322,   -8,    0
102152,19030323,  -30,    0
102152,19030324,  -20,    0
102152,19030325,  -28,    0
102152,19030326,  -56,    0
102152,19030327,  -62,    0
102152,19030328,  -50,    0
102152,19030329,  -23,    0
102152,19030330,  -54,    0
102152,19030331,  -78,    0
102152,19030401, -144,    0
102152,19030402,  -96,    0
102152,19030403,  -82,    0
102152,19030404,  -90,    0
102152,19030405,  -82,    0
102152,19030406, -165,    0
102152,19030407,  -70,    0
102152,19030408,  -82,    0
102152,19030409, -155,    0
102152,19030410, -150,    0
102152,19030411, -126,    0
102152,19030412, -110,    0
102152,19030413,  -94,    0
102152,19030414, -133,    0
102152,19030415, -130,    0
102152,19030416,  -78,    0
102152,19030417, -116,    0
102152,19030418, -190,    0
102152,19030419, -210,    0
102152,19030420, -154,    0
102152,19030421, -106,    0
102152,19030422,  -85,    0
102152,19030423,  -60,    0
102152,19030424,  -44,    0
102152,19030425,  -64,    0
102152,19030426,  -73,    0
102152,19030427,  -78,    0
102152,19030428,  -63,    0
102152,19030429,  -54,    0
102152,19030430,  -46,    0
102152,19030501,  -40,    0
102152,19030502,  -22,    0
102152,19030503,   -9,    0
102152,19030504,  -16,    0
102152,19030505,  -34,    0
102152,19030506,  -42,    0
102152,19030507,  -36,    0
102152,19030508,  -24,    0
102152,19030509,  -31,    0
102152,19030510,  -12,    0
102152,19030511,  -52,    0
102152,19030512,  -42,    0
102152,19030513,  -24,    0
102152,19030514,  -74,    0
102152,19030515,  -15,    0
102152,19030516,  -61,    0
102152,19030517,  -43,    0
102152,19030518,  -46,    0
102152,19030519,  -58,    0
102152,19030520,  -44,    0
102152,19030521,  -34,    0
102152,19030522,  -26,    0
102152,19030523,  -17,    0
102152,19030524,  -23,    0
102152,19030525,  -25,    0
102152,19030526,  -44,    0
102152,19030527,  -12,    0
102152,19030528,   -2,    0
102152,19030529,   18,    0
102152,19030530,    0,    0
102152,19030531,  -15,    0
102152,19030601,    6,    0
102152,19030602,    6,    0
102152,19030603,   13,    0
102152,19030604,    4,    0
102152,19030605,  -22,    0
102152,19030606,  -20,    0
102152,19030607,  -30,    0
102152,19030608,  -20,    0
102152,19030609,   -6,    0
102152,19030610,   -2,    0
102152,19030611,    0,    0
102152,19030612,  -13,    0
102152,19030613,   -2,    0
102152,19030614,    0,    0
102152,19030615,   -2,    0
102152,19030616,   -8,    0
102152,19030617,  -20,    0
102152,19030618,   -6,    0
102152,19030619,  -10,    0
102152,19030620,    6,    0
102152,19030621,   -7,    0
102152,19030622,  -24,    0
102152,19030623,  -48,    0
102152,19030624,  -26,    0
102152,19030625,  -18,    0
102152,19030626,  -22,    0
102152,19030627,  -14,    0
102152,19030628,   10,    0
102152,19030629,   10,    0
102152,19030630,   27,    0
102152,19030701,    6,    0
102152,19030702,   34,    0
102152,19030703,   57,    0
102152,19030704,   60,    0
102152,19030705,   68,    0
102152,19030706,   48,    0
102152,19030707,    4,    0
102152,19030708,  -70,    0
102152,19030709,  -62,    0
102152,19030710,  -44,    0
102152,19030711,   -8,    0
102152,19030712,    2,    0
102152,19030713,    6,    0
102152,19030714,   30,    0
102152,19030715,   56,    0
102152,19030716,   68,    0
102152,19030717,   42,    0
102152,19030718,   45,    0
102152,19030719,   68,    0
102152,19030720,   45,    0
102152,19030721,    8,    0
102152,19030722,    0,    0
102152,19030723,   34,    0
102152,19030724,   22,    0
102152,19030725,  -27,    0
102152,19030726,   -4,    0
102152,19030727,  -10,    0
102152,19030728,   12,    0
102152,19030729,   24,    0
102152,19030730,   22,    0
102152,19030731,  -22,    0
102152,19030801,  -20,    0
102152,19030802,   30,    0
102152,19030803,   26,    0
102152,19030804,    2,    0
102152,19030805,   64,    0
102152,19030806,   83,    0
102152,19030807,   80,    0
102152,19030808,   68,    0
102152,19030809,   70,    0
102152,19030810,   54,    0
102152,19030811,   37,    0
102152,19030812,   68,    0
102152,19030813,   47,    0
102152,19030814,   36,    0
102152,19030815,   46,    0
102152,19030816,   28,    0
102152,19030817,   -8,    0
102152,19030818,    0,    0
102152,19030819,    0,    0
102152,19030820,  -30,    0
102152,19030821,   36,    0
102152,19030822,   48,    0
102152,19030823,   74,    0
102152,19030824,   58,    0
102152,19030825,   53,    0
102152,19030826,   38,    0
102152,19030827,   45,    0
102152,19030828,   72,    0
102152,19030829,   74,    0
102152,19030830,   48,    0
102152,19030831,   52,    0
102152,19030901,   85,    0
102152,19030902,   74,    0
102152,19030903,   93,    0
102152,19030904,   90,    0
102152,19030905,   72,    0
102152,19030906,   76,    0
102152,19030907,   68,    0
102152,19030908,   58,    0
102152,19030909,   54,    0
102152,19030910,   38,    0
102152,19030911,    2,    0
102152,19030912,  -26,    0
102152,19030913,    0,    0
102152,19030914,    0,    0
102152,19030915,  -33,    0
102152,19030916,  -21,    0
102152,19030917,  -47,    0
102152,19030918,  -15,    0
102152,19030919,  -10,    0
102152,19030920,  -42,    0
102152,19030921,  -19,    0
102152,19030922,   -6,    0
102152,19030923,  -18,    0
102152,19030924,    6,    0
102152,19030925,    4,    0
102152,19030926,   14,    0
102152,19030927,   14,    0
102152,19030928,   14,    0
102152,19030929,   20,    0
102152,19030930,    0,    0
102152,19031001,   22,    0
102152,19031002,   20,    0
102152,19031003,   -4,    0
102152,19031004,    9,    0
102152,19031005,   10,    0
102152,19031006,   14,    0
102152,19031007,   62,    0
102152,19031008,   46,    0
102152,19031009,   32,    0
102152,19031010,   -4,    0
102152,19031011,  -80,    0
102152,19031012,  -12,    0
102152,19031013,  -26,    0
102152,19031014,  -27,    0
102152,19031015,   -4,    0
102152,19031016,  -12,    0
102152,19031017,  -22,    0
102152,19031018, -100,    0
102152,19031019, -118,    0
102152,19031020, -104,    0
102152,19031021,  -40,    0
102152,19031022,  -18,    0
102152,19031023,  -42,    0
102152,19031024,  -92,    0
102152,19031025,  -20,    0
102152,19031026,  -32,    0
102152,19031027,  -35,    0
102152,19031028,  -28,    0
102152,19031029,  -24,    0
102152,19031030,  -18,    0
102152,19031031,  -16,    0
102152,19031101,  -14,    0
102152,19031102,  -20,    0
102152,19031103,  -21,    0
102152,19031104,  -23,    0
102152,19031105,  -42,    0
102152,19031106,  -80,    0
102152,19031107,  -80,    0
102152,19031108,  -20,    0
102152,19031109,  -20,    0
102152,19031110,  -53,    0
102152,19031111,  -86,    0
102152,19031112, -140,    0
102152,19031113,  -64,    0
102152,19031114,  -44,    0
102152,19031115,  -47,    0
102152,19031116,  -86,    0
102152,19031117,  -80,    0
102152,19031118,  -82,    0
102152,19031119,  -66,    0
102152,19031120,  -85,    0
102152,19031121, -104,    0
102152,19031122, -100,    0
102152,19031123,  -86,    0
102152,19031124,  -35,    0
102152,19031125,  -56,    0
102152,19031126, -128,    0
102152,19031127, -150,    0
102152,19031128, -126,    0
102152,19031129, -120,    0
102152,19031130, -120,    0
102152,19031201, -122,    0
102152,19031202, -108,    0
102152,19031203, -130,    0
102152,19031204,  -92,    0
102152,19031205, -104,    0
102152,19031206,  -95,    0
102152,19031207, -108,    0
102152,19031208, -116,    0
102152,19031209,  -90,    0
102152,19031210,  -86,    0
102152,19031211,  -74,    0
102152,19031212,  -74,    0
102152,19031213,  -74,    0
102152,19031214,  -90,    0
102152,19031215,  -90,    0
102152,19031216, -112,    0
102152,19031217,  -90,    0
102152,19031218,  -85,    0
102152,19031219,  -80,    0
102152,19031220,  -81,    0
102152,19031221,  -83,    0
102152,19031222, -100,    0
102152,19031223, -114,    0
102152,19031224, -110,    0
102152,19031225,  -84,    0
102152,19031226, -108,    0
102152,19031227, -104,    0
102152,19031228, -120,    0
102152,19031229, -148,    0
102152,19031230, -142,    0
102152,19031231, -120,    0
102152,19040101,  -98,    0
102152,19040102, -102,    0
102152,19040103, -104,    0
102152,19040104,  -83,    0
102152,19040105,  -72,    0
102152,19040106,  -95,    0
102152,19040107, -114,    0
102152,19040108,  -80,    0
102152,19040109,  -94,    0
102152,19040110, -100,    0
102152,19040111, -100,    0
102152,19040112, -104,    0
102152,19040113,  -60,    0
102152,19040114,  -65,    0
102152,19040115,  -96,    0
102152,19040116, -162,    0
102152,19040117, -168,    0
102152,19040118, -194,    0
102152,19040119, -176,    0
102152,19040120, -128,    0
102152,19040121, -108,    0
102152,19040122, -128,    0
102152,19040123, -124,    0
102152,19040124,  -98,    0
102152,19040125,  -90,    0
102152,19040126,  -97,    0
102152,19040127,  -80,    0
102152,19040128,  -88,    0
102152,19040129,  -83,    0
102152,19040130, -102,    0
102152,19040131, -103,    0
102152,19040201, -110,    0
102152,19040202, -103,    0
102152,19040203,  -70,    0
102152,19040204,  -67,    0
102152,19040205,  -56,    0
102152,19040206,  -54,    0
102152,19040207,  -74,    0
102152,19040208,  -83,    0
102152,19040209,  -97,    0
102152,19040210, -118,    0
102152,19040211,  -88,    0
102152,19040212,  -92,    0
102152,19040213, -110,    0
102152,19040214, -110,    0
102152,19040215, -110,    0
102152,19040216, -150,    0
102152,19040217, -128,    0
102152,19040218, -118,    0
102152,19040219, -172,    0
102152,19040220,  -84,    0
102152,19040221,  -72,    0
102152,19040222,  -60,    0
102152,19040223, -128,    0
102152,19040224, -168,    0
102152,19040225, -202,    0
102152,19040226, -158,    0
102152,19040227, -155,    0
102152,19040228, -140,    0
102152,19040229, -114,    0
102152,19040301, -108,    0
102152,19040302,  -96,    0
102152,19040303, -100,    0
102152,19040304,  -80,    0
102152,19040305,  -92,    0
102152,19040306,  -76,    0
102152,19040307,  -90,    0
102152,19040308,  -73,    0
102152,19040309,  -72,    0
102152,19040310,  -70,    0
102152,19040311,  -34,    0
102152,19040312,  -54,    0
102152,19040313,  -44,    0
102152,19040314, -116,    0
102152,19040315,  -83,    0
102152,19040316,  -68,    0
102152,19040317,  -96,    0
102152,19040318,  -42,    0
102152,19040319,  -98,    0
102152,19040320, -122,    0
102152,19040321, -106,    0
102152,19040322, -108,    0
102152,19040323, -104,    0
102152,19040324, -104,    0
102152,19040325, -100,    0
102152,19040326,  -72,    0
102152,19040327,  -42,    0
102152,19040328,  -70,    0
102152,19040329,  -74,    0
102152,19040330,  -70,    0
102152,19040331, -154,    0
102152,19040401,  -90,    0
102152,19040402,  -90,    0
102152,19040403,  -88,    0
102152,19040404,  -44,    0
102152,19040405, -132,    0
102152,19040406,  -66,    0
102152,19040407,  -64,    0
102152,19040408,  -72,    0
102152,19040409,  -60,    0
102152,19040410,  -66,    0
102152,19040411,  -62,    0
102152,19040412,  -62,    0
102152,19040413,  -42,    0
102152,19040414,    4,    0
102152,19040415,   25,    0
102152,19040416,    8,    0
102152,19040417,   -8,    0
102152,19040418,   13,    0
102152,19040419,   10,    0
102152,19040420,  -24,    0
102152,19040421,  -20,    0
102152,19040422,  -34,    0
102152,19040423,   -8,    0
102152,19040424,  -40,    0
102152,19040425,  -10,    0
102152,19040426,   -6,    0
102152,19040427,  -50,    0
102152,19040428, -102,    0
102152,19040429,  -72,    0
102152,19040430,  -51,    0
102152,19040501,  -16,    0
102152,19040502,    0,    0
102152,19040503,    2,    0
102152,19040504,  -12,    0
102152,19040505, -120,    0
102152,19040506,  -68,    0
102152,19040507,  -46,    0
102152,19040508,  -62,    0
102152,19040509,  -54,    0
102152,19040510,  -51,    0
102152,19040511,  -42,    0
102152,19040512,  -76,    0
102152,19040513,  -68,    0
102152,19040514,  -44,    0
102152,19040515,  -12,    0
102152,19040516,    4,    0
102152,19040517,   25,    0
102152,19040518,   30,    0
102152,19040519,   24,    0
102152,19040520,   16,    0
102152,19040521,   32,    0
102152,19040522,   28,    0
102152,19040523,    2,    0
102152,19040524,  -22,    0
102152,19040525,   10,    0
102152,19040526,   40,    0
102152,19040527,   86,    0
102152,19040528,   46,    0
102152,19040529,    0,    0
102152,19040530,   36,    0
102152,19040531,   66,    0
102152,19040601,   44,    0
102152,19040602,  -16,    0
102152,19040603,   -2,    0
102152,19040604,   32,    0
102152,19040605,   24,    0
102152,19040606,   34,    0
102152,19040607,   10,    0
102152,19040608,   43,    0
102152,19040609,   42,    0
102152,19040610,   28,    0
102152,19040611,   46,    0
102152,19040612,   26,    0
102152,19040613,   -4,    0
102152,19040614,    5,    0
102152,19040615,   10,    0
102152,19040616,   33,    0
102152,19040617,   74,    0
102152,19040618,   86,    0
102152,19040619,   -4,    0
102152,19040620,   16,    0
102152,19040621,   26,    0
102152,19040622,    4,    0
102152,19040623,   32,    0
102152,19040624,   61,    0
102152,19040625,   28,    0
102152,19040626,   38,    0
102152,19040627,   18,    0
102152,19040628,  -28,    0
102152,19040629,   10,    0
102152,19040630,   23,    0
102152,19040701,   27,    0
102152,19040702,   46,    0
102152,19040703,   40,    0
102152,19040704,   62,    0
102152,19040705,   46,    0
102152,19040706,  -10,    0
102152,19040707,   12,    0
102152,19040708,   62,    0
102152,19040709,   78,    0
102152,19040710,   66,    0
102152,19040711,   73,    0
102152,19040712,   72,    0
102152,19040713,   54,    0
102152,19040714,   56,    0
102152,19040715,   70,    0
102152,19040716,   95,    0
102152,19040717,   62,    0
102152,19040718,   48,    0
102152,19040719,   38,    0
102152,19040720,   35,    0
102152,19040721,   72,    0
102152,19040722,   56,    0
102152,19040723,   56,    0
102152,19040724,   72,    0
102152,19040725,   80,    0
102152,19040726,   66,    0
102152,19040727,   46,    0
102152,19040728,    2,    0
102152,19040729,  -12,    0
102152,19040730,    8,    0
102152,19040731,   36,    0
102152,19040801,   36,    0
102152,19040802,   40,    0
102152,19040803,   32,    0
102152,19040804,   58,    0
102152,19040805,   74,    0
102152,19040806,   68,    0
102152,19040807,   76,    0
102152,19040808,   88,    0
102152,19040809,   84,    0
102152,19040810,   56,    0
102152,19040811,   63,    0
102152,19040812,   45,    0
102152,19040813,   62,    0
102152,19040814,   54,    0
102152,19040815,   78,    0
102152,19040816,   82,    0
102152,19040817,   80,    0
102152,19040818,   85,    0
102152,19040819,   28,    0
102152,19040820,   56,    0
102152,19040821,   44,    0
102152,19040822,   14,    0
102152,19040823,  -14,    0
102152,19040824,  -10,    0
102152,19040825,  -18,    0
102152,19040826,  -62,    0
102152,19040827,  -22,    0
102152,19040828,  -14,    0
102152,19040829,    0,    0
102152,19040830,    6,    0
102152,19040831,   12,    0
102152,19040901,    8,    0
102152,19040902,  -10,    0
102152,19040903,  -36,    0
102152,19040904,  -25,    0
102152,19040905,  -18,    0
102152,19040906,   -4,    0
102152,19040907,    6,    0
102152,19040908,    6,    0
102152,19040909,    3,    0
102152,19040910,   14,    0
102152,19040911,   16,    0
102152,19040912,   10,    0
102152,19040913,   16,    0
102152,19040914,   18,    0
102152,19040915,   -2,    0
102152,19040916,  -56,    0
102152,19040917,  -67,    0
102152,19040918,  -90,    0
102152,19040919, -110,    0
102152,19040920,  -78,    0
102152,19040921,  -72,    0
102152,19040922,  -50,    0
102152,19040923,  -48,    0
102152,19040924,  -40,    0
102152,19040925,  -22,    0
102152,19040926,  -15,    0
102152,19040927,  -14,    0
102152,19040928,  -14,    0
102152,19040929,  -16,    0
102152,19040930,  -18,    0
102152,19041001,  -16,    0
102152,19041002,  -22,    0
102152,19041003,  -15,    0
102152,19041004,   -2,    0
102152,19041005,    0,    0
102152,19041006,  -15,    0
102152,19041007,   -6,    0
102152,19041008,   -6,    0
102152,19041009, -114,    0
102152,19041010, -102,    0
102152,19041011,  -76,    0
102152,19041012,  -66,    0
102152,19041013,  -60,    0
102152,19041014,  -66,    0
102152,19041015,  -64,    0
102152,19041016,  -64,    0
102152,19041017,  -40,    0
102152,19041018,    3,    0
102152,19041019,    0,    0
102152,19041020,  -20,    0
102152,19041021,  -24,    0
102152,19041022,   -7,    0
102152,19041023,   -6,    0
102152,19041024,   -5,    0
102152,19041025,  -15,    0
102152,19041026,  -51,    0
102152,19041027,  -78,    0
102152,19041028, -125,    0
102152,19041029,  -52,    0
102152,19041030,  -42,    0
102152,19041031,  -36,    0
102152,19041101,  -30,    0
102152,19041102,  -68,    0
102152,19041103,  -36,    0
102152,19041104,    0,    0
102152,19041105,    6,    0
102152,19041106,   -8,    0
102152,19041107,  -58,    0
102152,19041108,  -58,    0
102152,19041109,  -48,    0
102152,19041110,  -43,    0
102152,19041111,  -76,    0
102152,19041112,  -61,    0
102152,19041113,  -94,    0
102152,19041114, -150,    0
102152,19041115,  -90,    0
102152,19041116, -100,    0
102152,19041117, -124,    0
102152,19041118,  -72,    0
102152,19041119,  -32,    0
102152,19041120,  -32,    0
102152,19041121,  -47,    0
102152,19041122, -102,    0
102152,19041123,  -78,    0
102152,19041124,  -74,    0
102152,19041125,  -88,    0
102152,19041126, -182,    0
102152,19041127, -184,    0
102152,19041128, -212,    0
102152,19041129, -166,    0
102152,19041130, -144,    0
102152,19041201, -102,    0
102152,19041202,  -70,    0
102152,19041203,  -76,    0
102152,19041204,  -83,    0
102152,19041205,  -36,    0
102152,19041206,  -58,    0
102152,19041207,  -68,    0
102152,19041208,  -68,    0
102152,19041209, -136,    0
102152,19041210, -114,    0
102152,19041211,  -98,    0
102152,19041212, -110,    0
102152,19041213, -100,    0
102152,19041214, -132,    0
102152,19041215, -116,    0
102152,19041216, -125,    0
102152,19041217,  -46,    0
102152,19041218,   -4,    0
102152,19041219,  -31,    0
102152,19041220,  -42,    0
102152,19041221,  -68,    0
102152,19041222,  -58,    0
102152,19041223,  -60,    0
102152,19041224,  -78,    0
102152,19041225,  -96,    0
102152,19041226,  -97,    0
102152,19041227, -110,    0
102152,19041228, -115,    0
102152,19041229,  -88,    0
102152,19041230,  -60,    0
102152,19041231, -104,    0
102152,19050101, -264,    0
102152,19050102, -242,    0
102152,19050103, -162,    0
102152,19050104, -130,    0
102152,19050105, -122,    0
102152,19050106, -130,    0
102152,19050107, -115,    0
102152,19050108,  -96,    0
102152,19050109,  -30,    0
102152,19050110,  -52,    0
102152,19050111, -106,    0
102152,19050112,  -92,    0
102152,19050113, -136,    0
102152,19050114, -214,    0
102152,19050115, -264,    0
102152,19050116, -206,    0
102152,19050117, -156,    0
102152,19050118, -118,    0
102152,19050119, -102,    0
102152,19050120,  -94,    0
102152,19050121, -100,    0
102152,19050122, -105,    0
102152,19050123, -128,    0
102152,19050124, -100,    0
102152,19050125, -100,    0
102152,19050126, -114,    0
102152,19050127, -226,    0
102152,19050128, -186,    0
102152,19050129,  -90,    0
102152,19050130,  -98,    0
102152,19050131, -128,    0
102152,19050201, -150,    0
102152,19050202, -108,    0
102152,19050203, -134,    0
102152,19050204, -138,    0
102152,19050205, -100,    0
102152,19050206,  -50,    0
102152,19050207,  -50,    0
102152,19050208,  -80,    0
102152,19050209, -128,    0
102152,19050210,  -74,    0
102152,19050211,  -80,    0
102152,19050212, -158,    0
102152,19050213, -258,    0
102152,19050214, -240,    0
102152,19050215, -152,    0
102152,19050216, -122,    0
102152,19050217, -117,    0
102152,19050218, -136,    0
102152,19050219, -110,    0
102152,19050220, -138,    0
102152,19050221, -108,    0
102152,19050222, -125,    0
102152,19050223, -110,    0
102152,19050224, -116,    0
102152,19050225, -114,    0
102152,19050226, -104,    0
102152,19050227, -104,    0
102152,19050228,  -90,    0
102152,19050301, -102,    0
102152,19050302, -100,    0
102152,19050303,  -92,    0
102152,19050304, -120,    0
102152,19050305,  -84,    0
102152,19050306, -100,    0
102152,19050307, -100,    0
102152,19050308, -117,    0
102152,19050309,  -92,    0
102152,19050310,  -95,    0
102152,19050311,  -68,    0
102152,19050312,  -68,    0
102152,19050313,  -82,    0
102152,19050314,  -76,    0
102152,19050315,  -90,    0
102152,19050316,  -71,    0
102152,19050317,  -98,    0
102152,19050318,  -94,    0
102152,19050319, -106,    0
102152,19050320, -128,    0
102152,19050321,  -86,    0
102152,19050322,  -58,    0
102152,19050323,  -64,    0
102152,19050324,  -88,    0
102152,19050325, -116,    0
102152,19050326,  -88,    0
102152,19050327,  -90,    0
102152,19050328,  -60,    0
102152,19050329,  -72,    0
102152,19050330,  -44,    0
102152,19050331,  -18,    0
102152,19050401,  -56,    0
102152,19050402,  -56,    0
102152,19050403,  -84,    0
102152,19050404,  -60,    0
102152,19050405,  -42,    0
102152,19050406,  -95,    0
102152,19050407, -142,    0
102152,19050408, -108,    0
102152,19050409, -112,    0
102152,19050410,  -42,    0
102152,19050411,  -40,    0
102152,19050412,  -52,    0
102152,19050413,  -62,    0
102152,19050414,  -52,    0
102152,19050415,  -43,    0
102152,19050416,  -42,    0
102152,19050417,  -64,    0
102152,19050418, -104,    0
102152,19050419,  -75,    0
102152,19050420,  -66,    0
102152,19050421,  -40,    0
102152,19050422, -102,    0
102152,19050423, -123,    0
102152,19050424,  -98,    0
102152,19050425, -100,    0
102152,19050426,  -60,    0
102152,19050427,  -52,    0
102152,19050428,  -32,    0
102152,19050429,  -31,    0
102152,19050430,  -34,    0
102152,19050501,  -18,    0
102152,19050502,  -15,    0
102152,19050503,  -20,    0
102152,19050504,  -22,    0
102152,19050505,  -14,    0
102152,19050506,  -12,    0
102152,19050507,  -12,    0
102152,19050508,  -11,    0
102152,19050509,   -2,    0
102152,19050510,  -84,    0
102152,19050511,  -44,    0
102152,19050512,  -13,    0
102152,19050513,  -24,    0
102152,19050514,  -12,    0
102152,19050515,  -16,    0
102152,19050516,   -6,    0
102152,19050517,  -18,    0
102152,19050518,  -12,    0
102152,19050519,  -18,    0
102152,19050520,  -10,    0
102152,19050521,  -16,    0
102152,19050522,  -13,    0
102152,19050523,  -10,    0
102152,19050524,  -15,    0
102152,19050525,  -28,    0
102152,19050526,  -40,    0
102152,19050527,  -20,    0
102152,19050528,  -38,    0
102152,19050529,  -15,    0
102152,19050530,   -8,    0
102152,19050531,   10,    0
102152,19050601,   17,    0
102152,19050602,   -2,    0
102152,19050603,   12,    0
102152,19050604,   40,    0
102152,19050605,   33,    0
102152,19050606,   36,    0
102152,19050607,   20,    0
102152,19050608,   24,    0
102152,19050609,   37,    0
102152,19050610,   34,    0
102152,19050611,    6,    0
102152,19050612,  -14,    0
102152,19050613,  -14,    0
102152,19050614,   30,    0
102152,19050615,   34,    0
102152,19050616,   24,    0
102152,19050617,   40,    0
102152,19050618,   15,    0
102152,19050619,   24,    0
102152,19050620,    0,    0
102152,19050621,   12,    0
102152,19050622,   14,    0
102152,19050623,   10,    0
102152,19050624,   -2,    0
102152,19050625,  -10,    0
102152,19050626,   -4,    0
102152,19050627,   22,    0
102152,19050628,   48,    0
102152,19050629,   54,    0
102152,19050630,   72,    0
102152,19050701,  106,    0
102152,19050702,  144,    0
102152,19050703,  114,    0
102152,19050704,  118,    0
102152,19050705,  106,    0
102152,19050706,   68,    0
102152,19050707,   70,    0
102152,19050708,   32,    0
102152,19050709,   80,    0
102152,19050710,   87,    0
102152,19050711,   64,    0
102152,19050712,   57,    0
102152,19050713,   66,    0
102152,19050714,   12,    0
102152,19050715,    0,    0
102152,19050716,   63,    0
102152,19050717,   75,    0
102152,19050718,   65,    0
102152,19050719,    4,    0
102152,19050720,    0,    0
102152,19050721,   34,    0
102152,19050722,   36,    0
102152,19050723,   67,    0
102152,19050724,   45,    0
102152,19050725,    4,    0
102152,19050726,   42,    0
102152,19050727,   68,    0
102152,19050728,  109,    0
102152,19050729,   73,    0
102152,19050730,   70,    0
102152,19050731,   82,    0
102152,19050801,   70,    0
102152,19050802,   52,    0
102152,19050803,   58,    0
102152,19050804,   70,    0
102152,19050805,   72,    0
102152,19050806,   52,    0
102152,19050807,    0,    0
102152,19050808,    0,    0
102152,19050809,   30,    0
102152,19050810,   60,    0
102152,19050811,   66,    0
102152,19050812,   34,    0
102152,19050813,  -20,    0
102152,19050814,    0,    0
102152,19050815,   12,    0
102152,19050816,   35,    0
102152,19050817,   28,    0
102152,19050818,   25,    0
102152,19050819,   48,    0
102152,19050820,   52,    0
102152,19050821,   60,    0
102152,19050822,   79,    0
102152,19050823,   66,    0
