EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 23-04-2021
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 TX   : daily Maximum temperature in 0.1 &#176;C
23-27 Q_TX : quality code for TX (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station AUSTRIA, SONNBLICK (STAID: 15).
Blended and updated with sources: 102152 117875 911146 911343 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   TX, Q_TX
102152,19471219, -178,    0
102152,19471220, -170,    0
102152,19471221, -170,    0
102152,19471222, -108,    0
102152,19471223, -102,    0
102152,19471224,  -90,    0
102152,19471225,  -70,    0
102152,19471226,  -81,    0
102152,19471227,  -64,    0
102152,19471228,  -64,    0
102152,19471229,  -56,    0
102152,19471230,  -72,    0
102152,19471231, -182,    0
102152,19480101, -132,    0
102152,19480102,  -73,    0
102152,19480103,  -46,    0
102152,19480104,  -28,    0
102152,19480105,  -28,    0
102152,19480106,  -81,    0
102152,19480107,  -65,    0
102152,19480108,  -68,    0
102152,19480109, -152,    0
102152,19480110,  -75,    0
102152,19480111,  -56,    0
102152,19480112,  -47,    0
102152,19480113,  -19,    0
102152,19480114,  -40,    0
102152,19480115,  -63,    0
102152,19480116, -103,    0
102152,19480117, -102,    0
102152,19480118, -108,    0
102152,19480119, -110,    0
102152,19480120, -112,    0
102152,19480121, -168,    0
102152,19480122, -151,    0
102152,19480123, -107,    0
102152,19480124,  -85,    0
102152,19480125,  -89,    0
102152,19480126, -106,    0
102152,19480127,  -93,    0
102152,19480128,  -88,    0
102152,19480129, -102,    0
102152,19480130,  -86,    0
102152,19480131,  -27,    0
102152,19480201,  -48,    0
102152,19480202,  -29,    0
102152,19480203,  -14,    0
102152,19480204,  -38,    0
102152,19480205, -140,    0
102152,19480206,  -92,    0
102152,19480207, -108,    0
102152,19480208,  -64,    0
102152,19480209,  -53,    0
102152,19480210, -109,    0
102152,19480211, -111,    0
102152,19480212, -108,    0
102152,19480213, -114,    0
102152,19480214, -108,    0
102152,19480215,  -88,    0
102152,19480216, -102,    0
102152,19480217, -198,    0
102152,19480218, -198,    0
102152,19480219, -185,    0
102152,19480220, -200,    0
102152,19480221, -142,    0
102152,19480222, -104,    0
102152,19480223, -118,    0
102152,19480224, -170,    0
102152,19480225, -132,    0
102152,19480226, -130,    0
102152,19480227,  -82,    0
102152,19480228,  -32,    0
102152,19480229,  -25,    0
102152,19480301,  -43,    0
102152,19480302,  -54,    0
102152,19480303,  -29,    0
102152,19480304,  -17,    0
102152,19480305,  -13,    0
102152,19480306,   10,    0
102152,19480307,   -4,    0
102152,19480308,  -61,    0
102152,19480309,  -34,    0
102152,19480310,  -35,    0
102152,19480311,  -52,    0
102152,19480312,  -84,    0
102152,19480313,  -85,    0
102152,19480314,  -88,    0
102152,19480315,  -91,    0
102152,19480316,  -57,    0
102152,19480317,  -64,    0
102152,19480318,  -60,    0
102152,19480319,  -85,    0
102152,19480320,  -72,    0
102152,19480321,  -10,    0
102152,19480322,  -23,    0
102152,19480323,  -64,    0
102152,19480324,  -88,    0
102152,19480325,  -50,    0
102152,19480326,  -90,    0
102152,19480327, -110,    0
102152,19480328,  -92,    0
102152,19480329,  -34,    0
102152,19480330,  -13,    0
102152,19480331,  -42,    0
102152,19480401,  -74,    0
102152,19480402,  -84,    0
102152,19480403,  -88,    0
102152,19480404,  -82,    0
102152,19480405,  -68,    0
102152,19480406,  -72,    0
102152,19480407, -140,    0
102152,19480408,  -80,    0
102152,19480409,  -80,    0
102152,19480410, -122,    0
102152,19480411,  -70,    0
102152,19480412,  -70,    0
102152,19480413,  -32,    0
102152,19480414,  -52,    0
102152,19480415,  -50,    0
102152,19480416,  -53,    0
102152,19480417,  -39,    0
102152,19480418,  -26,    0
102152,19480419,  -32,    0
102152,19480420,  -20,    0
102152,19480421,  -20,    0
102152,19480422,  -26,    0
102152,19480423,  -10,    0
102152,19480424,  -40,    0
102152,19480425,  -54,    0
102152,19480426, -100,    0
102152,19480427,  -89,    0
102152,19480428,  -42,    0
102152,19480429,  -50,    0
102152,19480430,  -48,    0
102152,19480501,  -50,    0
102152,19480502,  -54,    0
102152,19480503,  -44,    0
102152,19480504,  -30,    0
102152,19480505,  -14,    0
102152,19480506,  -24,    0
102152,19480507,  -10,    0
102152,19480508,   20,    0
102152,19480509,   10,    0
102152,19480510,   10,    0
102152,19480511,   -9,    0
102152,19480512,    8,    0
102152,19480513,   20,    0
102152,19480514,   30,    0
102152,19480515,   40,    0
102152,19480516,   47,    0
102152,19480517,   20,    0
102152,19480518,  -18,    0
102152,19480519,  -22,    0
102152,19480520,  -23,    0
102152,19480521,  -31,    0
102152,19480522,   -1,    0
102152,19480523,    9,    0
102152,19480524,    8,    0
102152,19480525,   10,    0
102152,19480526,   16,    0
102152,19480527,   -4,    0
102152,19480528,    0,    0
102152,19480529,   12,    0
102152,19480530,  -12,    0
102152,19480531,  -24,    0
102152,19480601,   11,    0
102152,19480602,   -8,    0
102152,19480603,  -18,    0
102152,19480604,  -32,    0
102152,19480605,  -40,    0
102152,19480606,  -13,    0
102152,19480607,    6,    0
102152,19480608,   12,    0
102152,19480609,   30,    0
102152,19480610,   30,    0
102152,19480611,   30,    0
102152,19480612,   43,    0
102152,19480613,   34,    0
102152,19480614,   38,    0
102152,19480615,   62,    0
102152,19480616,   68,    0
102152,19480617,   63,    0
102152,19480618,   40,    0
102152,19480619,   18,    0
102152,19480620,    3,    0
102152,19480621,  -50,    0
102152,19480622,   -8,    0
102152,19480623,  -22,    0
102152,19480624,  -33,    0
102152,19480625,  -38,    0
102152,19480626,  -38,    0
102152,19480627,   -2,    0
102152,19480628,   -4,    0
102152,19480629,  -14,    0
102152,19480630,   -2,    0
102152,19480701,  -34,    0
102152,19480702,  -20,    0
102152,19480703,   -6,    0
102152,19480704,   -2,    0
102152,19480705,  -12,    0
102152,19480706,  -36,    0
102152,19480707,  -20,    0
102152,19480708,  -10,    0
102152,19480709,  -26,    0
102152,19480710,  -28,    0
102152,19480711,  -30,    0
102152,19480712,   -4,    0
102152,19480713,    0,    0
102152,19480714,    8,    0
102152,19480715,    8,    0
102152,19480716,   -4,    0
102152,19480717,    0,    0
102152,19480718,    0,    0
102152,19480719,   10,    0
102152,19480720,   65,    0
102152,19480721,   69,    0
102152,19480722,   76,    0
102152,19480723,   85,    0
102152,19480724,   48,    0
102152,19480725,   30,    0
102152,19480726,   57,    0
102152,19480727,   60,    0
102152,19480728,   84,    0
102152,19480729,   60,    0
102152,19480730,   46,    0
102152,19480731,   46,    0
102152,19480801,   90,    0
102152,19480802,   92,    0
102152,19480803,   74,    0
102152,19480804,   54,    0
102152,19480805,   34,    0
102152,19480806,   54,    0
102152,19480807,   62,    0
102152,19480808,   66,    0
102152,19480809,   67,    0
102152,19480810,   49,    0
102152,19480811,   63,    0
102152,19480812,   23,    0
102152,19480813,  -20,    0
102152,19480814,  -32,    0
102152,19480815,    0,    0
102152,19480816,   43,    0
102152,19480817,   82,    0
102152,19480818,   39,    0
102152,19480819,   19,    0
102152,19480820,   15,    0
102152,19480821,    9,    0
102152,19480822,   18,    0
102152,19480823,   47,    0
102152,19480824,   65,    0
102152,19480825,   87,    0
102152,19480826,   86,    0
102152,19480827,   85,    0
102152,19480828,   65,    0
102152,19480829,   30,    0
102152,19480830,    4,    0
102152,19480831,   60,    0
102152,19480901,   42,    0
102152,19480902,   62,    0
102152,19480903,   42,    0
102152,19480904,   40,    0
102152,19480905,   18,    0
102152,19480906,   -2,    0
102152,19480907,  -10,    0
102152,19480908,    0,    0
102152,19480909,   21,    0
102152,19480910,   38,    0
102152,19480911,   38,    0
102152,19480912,   40,    0
102152,19480913,   12,    0
102152,19480914,   12,    0
102152,19480915,   14,    0
102152,19480916,   20,    0
102152,19480917,  -15,    0
102152,19480918,   57,    0
102152,19480919,   64,    0
102152,19480920,   58,    0
102152,19480921,   26,    0
102152,19480922,  -32,    0
102152,19480923,   -8,    0
102152,19480924,   38,    0
102152,19480925,   26,    0
102152,19480926,   38,    0
102152,19480927,   50,    0
102152,19480928,   69,    0
102152,19480929,   30,    0
102152,19480930,    6,    0
102152,19481001,  -36,    0
102152,19481002,   -2,    0
102152,19481003,   57,    0
102152,19481004,   50,    0
102152,19481005,   10,    0
102152,19481006,  -27,    0
102152,19481007,   -4,    0
102152,19481008,  -42,    0
102152,19481009,  -40,    0
102152,19481010,   -6,    0
102152,19481011,   20,    0
102152,19481012,   25,    0
102152,19481013,   17,    0
102152,19481014,   -1,    0
102152,19481015,   -8,    0
102152,19481016,   -8,    0
102152,19481017,  -12,    0
102152,19481018,    8,    0
102152,19481019,   -2,    0
102152,19481020,  -27,    0
102152,19481021,   -3,    0
102152,19481022,   -1,    0
102152,19481023,   -2,    0
102152,19481024,   26,    0
102152,19481025,   26,    0
102152,19481026,   -8,    0
102152,19481027,  -18,    0
102152,19481028,  -28,    0
102152,19481029,  -48,    0
102152,19481030,  -36,    0
102152,19481031,  -14,    0
102152,19481101,  -17,    0
102152,19481102,  -20,    0
102152,19481103,  -20,    0
102152,19481104,  -13,    0
102152,19481105,  -20,    0
102152,19481106,  -40,    0
102152,19481107,  -30,    0
102152,19481108,  -43,    0
102152,19481109,  -93,    0
102152,19481110,  -70,    0
102152,19481111,  -17,    0
102152,19481112,  -26,    0
102152,19481113,  -23,    0
102152,19481114,  -25,    0
102152,19481115,  -25,    0
102152,19481116,  -25,    0
102152,19481117,  -82,    0
102152,19481118,  -62,    0
102152,19481119,   -2,    0
102152,19481120,   14,    0
102152,19481121,    3,    0
102152,19481122,  -27,    0
102152,19481123, -100,    0
102152,19481124, -110,    0
102152,19481125, -103,    0
102152,19481126,  -98,    0
102152,19481127,  -85,    0
102152,19481128,  -95,    0
102152,19481129,  -84,    0
102152,19481130,  -54,    0
102152,19481201,  -30,    0
102152,19481202,  -18,    0
102152,19481203,   -8,    0
102152,19481204,   -8,    0
102152,19481205,  -54,    0
102152,19481206,  -32,    0
102152,19481207,  -16,    0
102152,19481208,   -4,    0
102152,19481209,  -12,    0
102152,19481210,  -44,    0
102152,19481211,  -66,    0
102152,19481212,  -40,    0
102152,19481213,  -56,    0
102152,19481214,  -32,    0
102152,19481215,  -28,    0
102152,19481216,  -50,    0
102152,19481217, -156,    0
102152,19481218, -130,    0
102152,19481219, -110,    0
102152,19481220,  -94,    0
102152,19481221, -112,    0
102152,19481222,  -96,    0
102152,19481223,  -76,    0
102152,19481224,  -86,    0
102152,19481225,  -84,    0
102152,19481226,  -80,    0
102152,19481227,  -74,    0
102152,19481228,  -86,    0
102152,19481229,  -86,    0
102152,19481230, -103,    0
102152,19481231, -112,    0
102152,19490101, -110,    0
102152,19490102,  -92,    0
102152,19490103,  -80,    0
102152,19490104,  -84,    0
102152,19490105,  -76,    0
102152,19490106,  -58,    0
102152,19490107,  -54,    0
102152,19490108,  -44,    0
102152,19490109,  -60,    0
102152,19490110, -122,    0
102152,19490111, -116,    0
102152,19490112, -126,    0
102152,19490113, -178,    0
102152,19490114, -117,    0
102152,19490115, -100,    0
102152,19490116, -104,    0
102152,19490117, -108,    0
102152,19490118,  -98,    0
102152,19490119,  -42,    0
102152,19490120,  -46,    0
102152,19490121,  -68,    0
102152,19490122, -143,    0
102152,19490123,  -87,    0
102152,19490124,  -55,    0
102152,19490125,  -56,    0
102152,19490126,  -60,    0
102152,19490127,  -22,    0
102152,19490128,  -32,    0
102152,19490129,  -28,    0
102152,19490130,  -40,    0
102152,19490131, -151,    0
102152,19490201, -186,    0
102152,19490202, -254,    0
102152,19490203, -166,    0
102152,19490204,  -84,    0
102152,19490205,  -78,    0
102152,19490206,  -85,    0
102152,19490207,  -54,    0
102152,19490208,  -58,    0
102152,19490209,  -42,    0
102152,19490210,  -42,    0
102152,19490211, -182,    0
102152,19490212, -130,    0
102152,19490213, -121,    0
102152,19490214,  -98,    0
102152,19490215,  -38,    0
102152,19490216,  -22,    0
102152,19490217,  -12,    0
102152,19490218,  -36,    0
102152,19490219,  -40,    0
102152,19490220,  -60,    0
102152,19490221,  -56,    0
102152,19490222,  -53,    0
102152,19490223,  -70,    0
102152,19490224,  -60,    0
102152,19490225,  -86,    0
102152,19490226,  -85,    0
102152,19490227,  -67,    0
102152,19490228, -120,    0
102152,19490301, -144,    0
102152,19490302, -192,    0
102152,19490303, -260,    0
102152,19490304, -274,    0
102152,19490305, -233,    0
102152,19490306, -254,    0
102152,19490307, -213,    0
102152,19490308, -180,    0
102152,19490309,  -79,    0
102152,19490310,  -61,    0
102152,19490311,  -60,    0
102152,19490312,  -50,    0
102152,19490313,  -78,    0
102152,19490314,  -50,    0
102152,19490315,  -61,    0
102152,19490316,  -88,    0
102152,19490317,  -90,    0
102152,19490318, -112,    0
102152,19490319, -168,    0
102152,19490320, -220,    0
102152,19490321, -211,    0
102152,19490322, -120,    0
102152,19490323, -100,    0
102152,19490324,  -69,    0
102152,19490325,  -62,    0
102152,19490326,  -42,    0
102152,19490327,  -30,    0
102152,19490328,  -48,    0
102152,19490329,  -62,    0
102152,19490330,  -70,    0
102152,19490331,  -88,    0
102152,19490401,  -87,    0
102152,19490402,  -60,    0
102152,19490403,  -33,    0
102152,19490404,   -8,    0
102152,19490405,  -15,    0
102152,19490406,   -7,    0
102152,19490407,  -22,    0
102152,19490408, -118,    0
102152,19490409, -163,    0
102152,19490410, -165,    0
102152,19490411,  -51,    0
102152,19490412,  -28,    0
102152,19490413,  -24,    0
102152,19490414,    1,    0
102152,19490415,    1,    0
102152,19490416,    0,    0
102152,19490417,    0,    0
102152,19490418,    4,    0
102152,19490419,    0,    0
102152,19490420,  -16,    0
102152,19490421,    1,    0
102152,19490422,  -18,    0
102152,19490423,   14,    0
102152,19490424,   35,    0
102152,19490425,   -3,    0
102152,19490426,  -14,    0
102152,19490427,   -2,    0
102152,19490428,   34,    0
102152,19490429,    1,    0
102152,19490430,  -24,    0
102152,19490501,  -10,    0
102152,19490502,  -10,    0
102152,19490503,  -10,    0
102152,19490504,    2,    0
102152,19490505,  -20,    0
102152,19490506,  -21,    0
102152,19490507,  -20,    0
102152,19490508,  -20,    0
102152,19490509,  -52,    0
102152,19490510, -110,    0
102152,19490511, -124,    0
102152,19490512,  -56,    0
102152,19490513,  -40,    0
102152,19490514,  -45,    0
102152,19490515,  -46,    0
102152,19490516,  -26,    0
102152,19490517,  -10,    0
102152,19490518,    8,    0
102152,19490519,    0,    0
102152,19490520,    6,    0
102152,19490521,  -24,    0
102152,19490522,  -21,    0
102152,19490523,  -19,    0
102152,19490524,    1,    0
102152,19490525,    1,    0
102152,19490526,    0,    0
102152,19490527,    1,    0
102152,19490528,   32,    0
102152,19490529,   36,    0
102152,19490530,   11,    0
102152,19490531,   10,    0
102152,19490601,   -2,    0
102152,19490602,   -5,    0
102152,19490603,   -2,    0
102152,19490604,   -2,    0
102152,19490605,  -14,    0
102152,19490606,  -36,    0
102152,19490607,   38,    0
102152,19490608,   55,    0
102152,19490609,   61,    0
102152,19490610,   52,    0
102152,19490611,   20,    0
102152,19490612,  -16,    0
102152,19490613,  -48,    0
102152,19490614,   21,    0
102152,19490615,   38,    0
102152,19490616,   18,    0
102152,19490617,  -12,    0
102152,19490618,  -34,    0
102152,19490619,  -44,    0
102152,19490620,  -36,    0
102152,19490621,  -10,    0
102152,19490622,  -20,    0
102152,19490623,    0,    0
102152,19490624,  -26,    0
102152,19490625,  -38,    0
102152,19490626,  -14,    0
102152,19490627,    0,    0
102152,19490628,  -16,    0
102152,19490629,  -16,    0
102152,19490630,  -16,    0
102152,19490701,  -26,    0
102152,19490702,  -14,    0
102152,19490703,  -18,    0
102152,19490704,    0,    0
102152,19490705,   42,    0
102152,19490706,   34,    0
102152,19490707,   30,    0
102152,19490708,   68,    0
102152,19490709,   14,    0
102152,19490710,   -8,    0
102152,19490711,   10,    0
102152,19490712,   50,    0
102152,19490713,  114,    0
102152,19490714,   90,    0
102152,19490715,   78,    0
102152,19490716,   60,    0
102152,19490717,   60,    0
102152,19490718,   56,    0
102152,19490719,   14,    0
102152,19490720,  -36,    0
102152,19490721,  -34,    0
102152,19490722,  -16,    0
102152,19490723,   -6,    0
102152,19490724,    2,    0
102152,19490725,   12,    0
102152,19490726,   26,    0
102152,19490727,   41,    0
102152,19490728,   77,    0
102152,19490729,   92,    0
102152,19490730,   45,    0
102152,19490731,   66,    0
102152,19490801,   87,    0
102152,19490802,   68,    0
102152,19490803,   55,    0
102152,19490804,   37,    0
102152,19490805,   70,    0
102152,19490806,   82,    0
102152,19490807,   92,    0
102152,19490808,   98,    0
102152,19490809,  101,    0
102152,19490810,   52,    0
102152,19490811,   20,    0
102152,19490812,  -32,    0
102152,19490813,  -48,    0
102152,19490814,  -22,    0
102152,19490815,   -6,    0
102152,19490816,   11,    0
102152,19490817,    7,    0
102152,19490818,  -16,    0
102152,19490819,  -50,    0
102152,19490820,  -12,    0
102152,19490821,   -4,    0
102152,19490822,   -4,    0
102152,19490823,   40,    0
102152,19490824,   54,    0
102152,19490825,   30,    0
102152,19490826,   44,    0
102152,19490827,   54,    0
102152,19490828,   64,    0
102152,19490829,   50,    0
102152,19490830,   44,    0
102152,19490831,   50,    0
102152,19490901,   72,    0
102152,19490902,   68,    0
102152,19490903,   72,    0
102152,19490904,   99,    0
102152,19490905,   65,    0
102152,19490906,   56,    0
102152,19490907,   58,    0
102152,19490908,   44,    0
102152,19490909,   -2,    0
102152,19490910,    0,    0
102152,19490911,    0,    0
102152,19490912,   40,    0
102152,19490913,   36,    0
102152,19490914,   54,    0
102152,19490915,   10,    0
102152,19490916,    0,    0
102152,19490917,    0,    0
102152,19490918,   -2,    0
102152,19490919,    0,    0
102152,19490920,    4,    0
102152,19490921,   10,    0
102152,19490922,   49,    0
102152,19490923,   70,    0
102152,19490924,   47,    0
102152,19490925,   26,    0
102152,19490926,   64,    0
102152,19490927,   55,    0
102152,19490928,   67,    0
102152,19490929,   42,    0
102152,19490930,   48,    0
102152,19491001,   30,    0
102152,19491002,   -2,    0
102152,19491003,   -4,    0
102152,19491004,   64,    0
102152,19491005,   86,    0
102152,19491006,   63,    0
102152,19491007,    6,    0
102152,19491008,   20,    0
102152,19491009,    1,    0
102152,19491010,  -19,    0
102152,19491011,  -22,    0
102152,19491012,   -8,    0
102152,19491013,   10,    0
102152,19491014,    5,    0
102152,19491015,   16,    0
102152,19491016,   52,    0
102152,19491017,   20,    0
102152,19491018,  -10,    0
102152,19491019,   18,    0
102152,19491020,   15,    0
102152,19491021,    5,    0
102152,19491022,    1,    0
102152,19491023,   -4,    0
102152,19491024,   38,    0
102152,19491025,   30,    0
102152,19491026,   27,    0
102152,19491027,   -1,    0
102152,19491028,  -50,    0
102152,19491029,  -20,    0
102152,19491030,  -38,    0
102152,19491031,  -62,    0
102152,19491101,  -69,    0
102152,19491102,  -89,    0
102152,19491103, -134,    0
102152,19491104,  -82,    0
102152,19491105,  -58,    0
102152,19491106,  -56,    0
102152,19491107,  -90,    0
102152,19491108, -136,    0
102152,19491109, -136,    0
102152,19491110,  -38,    0
102152,19491111,  -83,    0
102152,19491112,  -56,    0
102152,19491113,  -94,    0
102152,19491114,  -98,    0
102152,19491115, -100,    0
102152,19491116,  -76,    0
102152,19491117,  -73,    0
102152,19491118,  -69,    0
102152,19491119,  -54,    0
102152,19491120,  -40,    0
102152,19491121,  -39,    0
102152,19491122,  -52,    0
102152,19491123,  -60,    0
102152,19491124,  -64,    0
102152,19491125,  -78,    0
102152,19491126,  -68,    0
102152,19491127,  -68,    0
102152,19491128,  -75,    0
102152,19491129,  -88,    0
102152,19491130,  -90,    0
102152,19491201,  -55,    0
102152,19491202,  -62,    0
102152,19491203,  -46,    0
102152,19491204,  -38,    0
102152,19491205,  -76,    0
102152,19491206,  -78,    0
102152,19491207,  -50,    0
102152,19491208,  -60,    0
102152,19491209,  -66,    0
102152,19491210, -106,    0
102152,19491211, -130,    0
102152,19491212, -102,    0
102152,19491213, -140,    0
102152,19491214,  -57,    0
102152,19491215,  -57,    0
102152,19491216, -108,    0
102152,19491217,  -78,    0
102152,19491218,  -94,    0
102152,19491219,  -45,    0
102152,19491220,  -40,    0
102152,19491221,  -54,    0
102152,19491222,  -73,    0
102152,19491223,  -90,    0
102152,19491224,  -84,    0
102152,19491225,  -52,    0
102152,19491226,  -58,    0
102152,19491227,  -40,    0
102152,19491228,  -10,    0
102152,19491229,  -24,    0
102152,19491230,  -84,    0
102152,19491231,  -92,    0
102152,19500101,  -96,    0
102152,19500102,  -70,    0
102152,19500103,  -83,    0
102152,19500104, -160,    0
102152,19500105, -114,    0
102152,19500106,  -94,    0
102152,19500107, -100,    0
102152,19500108,  -28,    0
102152,19500109,  -20,    0
102152,19500110,  -53,    0
102152,19500111,  -72,    0
102152,19500112,  -80,    0
102152,19500113, -106,    0
102152,19500114,  -60,    0
102152,19500115,  -50,    0
102152,19500116,  -54,    0
102152,19500117, -108,    0
102152,19500118, -168,    0
102152,19500119, -148,    0
102152,19500120, -113,    0
102152,19500121, -118,    0
102152,19500122, -136,    0
102152,19500123, -186,    0
102152,19500124, -202,    0
102152,19500125, -119,    0
102152,19500126, -114,    0
102152,19500127, -114,    0
102152,19500128, -111,    0
102152,19500129, -145,    0
102152,19500130, -150,    0
102152,19500131,  -80,    0
102152,19500201,  -70,    0
102152,19500202,  -58,    0
102152,19500203,  -20,    0
102152,19500204,  -19,    0
102152,19500205,  -54,    0
102152,19500206,  -94,    0
102152,19500207, -118,    0
102152,19500208, -115,    0
102152,19500209, -120,    0
102152,19500210,  -64,    0
102152,19500211,  -55,    0
102152,19500212,  -95,    0
102152,19500213, -124,    0
102152,19500214, -100,    0
102152,19500215,  -82,    0
102152,19500216,  -18,    0
102152,19500217,   24,    0
102152,19500218,    4,    0
102152,19500219,  -12,    0
102152,19500220,  -34,    0
102152,19500221,  -67,    0
102152,19500222, -136,    0
102152,19500223,  -68,    0
102152,19500224,  -76,    0
102152,19500225,  -94,    0
102152,19500226,  -96,    0
102152,19500227, -120,    0
102152,19500228, -128,    0
102152,19500301, -145,    0
102152,19500302, -111,    0
102152,19500303, -115,    0
102152,19500304, -110,    0
102152,19500305, -132,    0
102152,19500306,  -70,    0
102152,19500307,  -36,    0
102152,19500308,  -29,    0
102152,19500309,  -24,    0
102152,19500310,  -68,    0
102152,19500311, -128,    0
102152,19500312, -103,    0
102152,19500313, -115,    0
102152,19500314,  -96,    0
102152,19500315,  -54,    0
102152,19500316,  -24,    0
102152,19500317,  -22,    0
102152,19500318,  -36,    0
102152,19500319,  -60,    0
102152,19500320,  -50,    0
102152,19500321,  -39,    0
102152,19500322,  -84,    0
102152,19500323,  -92,    0
102152,19500324,  -82,    0
102152,19500325,  -79,    0
102152,19500326,  -98,    0
102152,19500327,  -72,    0
102152,19500328,  -55,    0
102152,19500329,  -62,    0
102152,19500330,  -82,    0
102152,19500331,  -73,    0
102152,19500401,  -94,    0
102152,19500402,  -88,    0
102152,19500403,  -98,    0
102152,19500404, -124,    0
102152,19500405, -115,    0
102152,19500406,  -85,    0
102152,19500407,  -90,    0
102152,19500408,  -40,    0
102152,19500409,  -24,    0
102152,19500410,  -42,    0
102152,19500411,  -54,    0
102152,19500412,  -64,    0
102152,19500413,  -20,    0
102152,19500414,  -54,    0
102152,19500415,  -56,    0
102152,19500416,  -61,    0
102152,19500417,  -81,    0
102152,19500418,  -96,    0
102152,19500419,  -72,    0
102152,19500420,  -44,    0
102152,19500421,  -24,    0
102152,19500422,  -26,    0
102152,19500423,  -47,    0
102152,19500424,  -35,    0
102152,19500425,  -63,    0
102152,19500426, -122,    0
102152,19500427,  -98,    0
102152,19500428,  -80,    0
102152,19500429,  -70,    0
102152,19500430,  -41,    0
102152,19500501,  -28,    0
102152,19500502,  -21,    0
102152,19500503,    4,    0
102152,19500504,  -18,    0
102152,19500505,  -45,    0
102152,19500506,  -32,    0
102152,19500507,  -36,    0
102152,19500508,  -20,    0
102152,19500509,   19,    0
102152,19500510,  -20,    0
102152,19500511,  -36,    0
102152,19500512,  -50,    0
102152,19500513,  -36,    0
102152,19500514,   -8,    0
102152,19500515,  -22,    0
102152,19500516,  -14,    0
102152,19500517,  -20,    0
102152,19500518,  -15,    0
102152,19500519,   -2,    0
102152,19500520,   40,    0
102152,19500521,   58,    0
102152,19500522,   78,    0
102152,19500523,   69,    0
102152,19500524,   33,    0
102152,19500525,   40,    0
102152,19500526,   20,    0
102152,19500527,  -16,    0
102152,19500528,  -22,    0
102152,19500529,    2,    0
102152,19500530,   60,    0
102152,19500531,   40,    0
102152,19500601,   21,    0
102152,19500602,   21,    0
102152,19500603,   23,    0
102152,19500604,   26,    0
102152,19500605,   20,    0
102152,19500606,   32,    0
102152,19500607,   40,    0
102152,19500608,   50,    0
102152,19500609,   45,    0
102152,19500610,   58,    0
102152,19500611,   62,    0
102152,19500612,   66,    0
102152,19500613,   66,    0
102152,19500614,   19,    0
102152,19500615,   39,    0
102152,19500616,   30,    0
102152,19500617,   14,    0
102152,19500618,   -5,    0
102152,19500619,   21,    0
102152,19500620,   48,    0
102152,19500621,   54,    0
102152,19500622,   26,    0
102152,19500623,   14,    0
102152,19500624,   28,    0
102152,19500625,    4,    0
102152,19500626,  -12,    0
102152,19500627,   13,    0
102152,19500628,   51,    0
102152,19500629,   90,    0
102152,19500630,  120,    0
102152,19500701,  120,    0
102152,19500702,  102,    0
102152,19500703,  100,    0
102152,19500704,  126,    0
102152,19500705,  113,    0
102152,19500706,   70,    0
102152,19500707,   56,    0
102152,19500708,   -6,    0
102152,19500709,   60,    0
102152,19500710,   60,    0
102152,19500711,   30,    0
102152,19500712,   30,    0
102152,19500713,   64,    0
102152,19500714,   78,    0
102152,19500715,   50,    0
102152,19500716,   11,    0
102152,19500717,   80,    0
102152,19500718,   70,    0
102152,19500719,   78,    0
102152,19500720,   92,    0
102152,19500721,   75,    0
102152,19500722,   76,    0
102152,19500723,   90,    0
102152,19500724,   70,    0
102152,19500725,   89,    0
102152,19500726,   97,    0
102152,19500727,   79,    0
102152,19500728,  100,    0
102152,19500729,   54,    0
102152,19500730,   42,    0
102152,19500731,   45,    0
102152,19500801,   70,    0
102152,19500802,   50,    0
102152,19500803,    4,    0
102152,19500804,  -24,    0
102152,19500805,  -16,    0
102152,19500806,    3,    0
102152,19500807,   21,    0
102152,19500808,   50,    0
102152,19500809,   70,    0
102152,19500810,   60,    0
102152,19500811,   84,    0
102152,19500812,   62,    0
102152,19500813,   68,    0
102152,19500814,   40,    0
102152,19500815,   28,    0
102152,19500816,   60,    0
102152,19500817,   62,    0
102152,19500818,   30,    0
102152,19500819,   44,    0
102152,19500820,   52,    0
102152,19500821,   88,    0
102152,19500822,   88,    0
102152,19500823,   99,    0
102152,19500824,  111,    0
102152,19500825,   87,    0
102152,19500826,   80,    0
102152,19500827,   72,    0
102152,19500828,   70,    0
102152,19500829,   50,    0
102152,19500830,   49,    0
102152,19500831,   60,    0
102152,19500901,   24,    0
102152,19500902,   -2,    0
102152,19500903,   -1,    0
102152,19500904,  -27,    0
102152,19500905,    2,    0
102152,19500906,   30,    0
102152,19500907,   35,    0
102152,19500908,   37,    0
102152,19500909,   53,    0
102152,19500910,   60,    0
102152,19500911,   73,    0
102152,19500912,   58,    0
102152,19500913,   67,    0
102152,19500914,   66,    0
102152,19500915,   41,    0
102152,19500916,   23,    0
102152,19500917,  -26,    0
