EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 23-04-2021
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 DD   : daily Wind direction in degrees
23-27 Q_DD : quality code for DD (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station SWEDEN, MALMO (STAID: 5175).
Blended and updated with sources: 158055 158429 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   DD, Q_DD
158429,19480831,    0,    0
158429,19480901,  140,    0
158429,19480902,  320,    0
158429,19480903,  140,    0
158429,19480904,  110,    0
158429,19480905,   70,    0
158429,19480906,  140,    0
158429,19480907,  270,    0
158429,19480908,  200,    0
158429,19480909,  250,    0
158429,19480910,  140,    0
158429,19480911,  110,    0
158429,19480912,  200,    0
158429,19480913,  110,    0
158429,19480914,  230,    0
158429,19480915,  230,    0
158429,19480916,  290,    0
158429,19480917,  290,    0
158429,19480918,  270,    0
158429,19480919,  230,    0
158429,19480920,  290,    0
158429,19480921,  340,    0
158429,19480922,  270,    0
158429,19480923,  290,    0
158429,19480924,  230,    0
158429,19480925,  250,    0
158429,19480926,  340,    0
158429,19480927,  180,    0
158429,19480928,  230,    0
158429,19480929,  250,    0
158429,19480930,  270,    0
158429,19481001,  250,    0
158429,19481002,  250,    0
158429,19481003,  270,    0
158429,19481004,  360,    0
158429,19481005,  290,    0
158429,19481006,  270,    0
158429,19481007,  250,    0
158429,19481008,  320,    0
158429,19481009,  360,    0
158429,19481010,  110,    0
158429,19481011,  160,    0
158429,19481012,  160,    0
158429,19481013,  180,    0
158429,19481014,  200,    0
158429,19481015,  270,    0
158429,19481016,  230,    0
158429,19481017,  180,    0
158429,19481018,  180,    0
158429,19481019,  200,    0
158429,19481020,  230,    0
158429,19481021,  250,    0
158429,19481022,  230,    0
158429,19481023,  290,    0
158429,19481024,  340,    0
158429,19481025,  230,    0
158429,19481026,  290,    0
158429,19481027,  270,    0
158429,19481028,   70,    0
158429,19481029,   70,    0
158429,19481030,   70,    0
158429,19481031,   70,    0
158429,19481101,  230,    0
158429,19481102,  180,    0
158429,19481103,  180,    0
158429,19481104,  200,    0
158429,19481105,  250,    0
158429,19481106,  270,    0
158429,19481107,  340,    0
158429,19481108,  360,    0
158429,19481109,  230,    0
158429,19481110,  270,    0
158429,19481111,  320,    0
158429,19481112,   20,    0
158429,19481113,  180,    0
158429,19481114,  290,    0
158429,19481115,-9999,    9
158429,19481116,  180,    0
158429,19481117,  230,    0
158429,19481118,  200,    0
158429,19481119,  250,    0
158429,19481120,  270,    0
158429,19481121,  250,    0
158429,19481122,  320,    0
158429,19481123,-9999,    9
158429,19481124,  360,    0
158429,19481125,  250,    0
158429,19481126,  320,    0
158429,19481127,  340,    0
158429,19481128,  200,    0
158429,19481129,  230,    0
158429,19481130,  230,    0
158429,19481201,  270,    0
158429,19481202,  230,    0
158429,19481203,  200,    0
158429,19481204,  250,    0
158429,19481205,  270,    0
158429,19481206,  160,    0
158429,19481207,  180,    0
158429,19481208,  200,    0
158429,19481209,  140,    0
158429,19481210,  230,    0
158429,19481211,  110,    0
158429,19481212,  110,    0
158429,19481213,  140,    0
158429,19481214,  180,    0
158429,19481215,  230,    0
158429,19481216,  250,    0
158429,19481217,  340,    0
158429,19481218,  110,    0
158429,19481219,  290,    0
158429,19481220,  250,    0
158429,19481221,  360,    0
158429,19481222,  250,    0
158429,19481223,  290,    0
158429,19481224,   50,    0
158429,19481225,  320,    0
158429,19481226,  340,    0
158429,19481227,  200,    0
158429,19481228,  180,    0
158429,19481229,  230,    0
158429,19481230,  250,    0
158429,19481231,  140,    0
158429,19490101,-9999,    9
158429,19490102,  180,    0
158429,19490103,  200,    0
158429,19490104,  230,    0
158429,19490105,   90,    0
158429,19490106,  200,    0
158429,19490107,  250,    0
158429,19490108,  230,    0
158429,19490109,  340,    0
158429,19490110,  240,    0
158429,19490111,  220,    0
158429,19490112,  270,    0
158429,19490113,  290,    0
158429,19490114,  260,    0
158429,19490115,  320,    0
158429,19490116,  160,    0
158429,19490117,  190,    0
158429,19490118,  280,    0
158429,19490119,  270,    0
158429,19490120,  250,    0
158429,19490121,  280,    0
158429,19490122,  360,    0
158429,19490123,  200,    0
158429,19490124,  250,    0
158429,19490125,  290,    0
158429,19490126,  230,    0
158429,19490127,  200,    0
158429,19490128,  210,    0
158429,19490129,  270,    0
158429,19490130,  270,    0
158429,19490131,  340,    0
158429,19490201,   10,    0
158429,19490202,  260,    0
158429,19490203,  270,    0
158429,19490204,  270,    0
158429,19490205,   50,    0
158429,19490206,  290,    0
158429,19490207,  190,    0
158429,19490208,  200,    0
158429,19490209,  230,    0
158429,19490210,  320,    0
158429,19490211,  340,    0
158429,19490212,  140,    0
158429,19490213,  220,    0
158429,19490214,  230,    0
158429,19490215,  270,    0
158429,19490216,  250,    0
158429,19490217,  240,    0
158429,19490218,  180,    0
158429,19490219,  200,    0
158429,19490220,  230,    0
158429,19490221,  200,    0
158429,19490222,  270,    0
158429,19490223,  290,    0
