EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 26-04-2021
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 FX   : daily Wind gust in 0.1 m/s
23-27 Q_FX : quality code for FX (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station GERMANY, MUENCHEN (STAID: 52).
Blended and updated with sources: 115787 910865 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   FX, Q_FX
115787,19550520,-9999,    9
115787,19550521,-9999,    9
115787,19550522,-9999,    9
115787,19550523,-9999,    9
115787,19550524,-9999,    9
115787,19550525,-9999,    9
115787,19550526,-9999,    9
115787,19550527,-9999,    9
115787,19550528,-9999,    9
115787,19550529,-9999,    9
115787,19550530,-9999,    9
115787,19550531,-9999,    9
115787,19550601,-9999,    9
115787,19550602,-9999,    9
115787,19550603,-9999,    9
115787,19550604,-9999,    9
115787,19550605,-9999,    9
115787,19550606,-9999,    9
115787,19550607,-9999,    9
115787,19550608,-9999,    9
115787,19550609,-9999,    9
115787,19550610,-9999,    9
115787,19550611,-9999,    9
115787,19550612,-9999,    9
115787,19550613,-9999,    9
115787,19550614,-9999,    9
115787,19550615,-9999,    9
115787,19550616,-9999,    9
115787,19550617,-9999,    9
115787,19550618,-9999,    9
115787,19550619,-9999,    9
115787,19550620,-9999,    9
115787,19550621,-9999,    9
115787,19550622,-9999,    9
115787,19550623,-9999,    9
115787,19550624,-9999,    9
115787,19550625,-9999,    9
115787,19550626,-9999,    9
115787,19550627,-9999,    9
115787,19550628,-9999,    9
115787,19550629,-9999,    9
115787,19550630,-9999,    9
115787,19550701,-9999,    9
115787,19550702,-9999,    9
115787,19550703,-9999,    9
115787,19550704,-9999,    9
115787,19550705,-9999,    9
115787,19550706,-9999,    9
115787,19550707,-9999,    9
115787,19550708,-9999,    9
115787,19550709,-9999,    9
115787,19550710,-9999,    9
115787,19550711,-9999,    9
115787,19550712,-9999,    9
115787,19550713,-9999,    9
115787,19550714,-9999,    9
115787,19550715,-9999,    9
115787,19550716,-9999,    9
115787,19550717,-9999,    9
115787,19550718,-9999,    9
115787,19550719,-9999,    9
115787,19550720,-9999,    9
115787,19550721,-9999,    9
115787,19550722,-9999,    9
115787,19550723,-9999,    9
115787,19550724,-9999,    9
115787,19550725,-9999,    9
115787,19550726,-9999,    9
115787,19550727,-9999,    9
115787,19550728,-9999,    9
115787,19550729,-9999,    9
115787,19550730,-9999,    9
115787,19550731,-9999,    9
115787,19550801,-9999,    9
115787,19550802,-9999,    9
115787,19550803,-9999,    9
115787,19550804,-9999,    9
115787,19550805,-9999,    9
115787,19550806,-9999,    9
115787,19550807,-9999,    9
115787,19550808,-9999,    9
115787,19550809,-9999,    9
115787,19550810,-9999,    9
115787,19550811,-9999,    9
115787,19550812,-9999,    9
115787,19550813,-9999,    9
115787,19550814,-9999,    9
115787,19550815,-9999,    9
115787,19550816,-9999,    9
115787,19550817,-9999,    9
115787,19550818,-9999,    9
115787,19550819,-9999,    9
115787,19550820,-9999,    9
115787,19550821,-9999,    9
115787,19550822,-9999,    9
115787,19550823,-9999,    9
115787,19550824,-9999,    9
115787,19550825,-9999,    9
115787,19550826,-9999,    9
115787,19550827,-9999,    9
115787,19550828,-9999,    9
115787,19550829,-9999,    9
115787,19550830,-9999,    9
115787,19550831,-9999,    9
115787,19550901,-9999,    9
115787,19550902,-9999,    9
115787,19550903,-9999,    9
115787,19550904,-9999,    9
115787,19550905,-9999,    9
115787,19550906,-9999,    9
115787,19550907,-9999,    9
115787,19550908,-9999,    9
115787,19550909,-9999,    9
115787,19550910,-9999,    9
115787,19550911,-9999,    9
115787,19550912,-9999,    9
115787,19550913,-9999,    9
115787,19550914,-9999,    9
115787,19550915,-9999,    9
115787,19550916,-9999,    9
115787,19550917,-9999,    9
115787,19550918,-9999,    9
115787,19550919,-9999,    9
115787,19550920,-9999,    9
115787,19550921,-9999,    9
115787,19550922,-9999,    9
115787,19550923,-9999,    9
115787,19550924,-9999,    9
115787,19550925,-9999,    9
115787,19550926,-9999,    9
115787,19550927,-9999,    9
115787,19550928,-9999,    9
115787,19550929,-9999,    9
115787,19550930,-9999,    9
115787,19551001,-9999,    9
115787,19551002,-9999,    9
115787,19551003,-9999,    9
115787,19551004,-9999,    9
115787,19551005,-9999,    9
115787,19551006,-9999,    9
115787,19551007,-9999,    9
115787,19551008,-9999,    9
115787,19551009,-9999,    9
115787,19551010,-9999,    9
115787,19551011,-9999,    9
115787,19551012,-9999,    9
115787,19551013,-9999,    9
115787,19551014,-9999,    9
115787,19551015,-9999,    9
115787,19551016,-9999,    9
115787,19551017,-9999,    9
115787,19551018,-9999,    9
115787,19551019,-9999,    9
115787,19551020,-9999,    9
115787,19551021,-9999,    9
115787,19551022,-9999,    9
115787,19551023,-9999,    9
115787,19551024,-9999,    9
115787,19551025,-9999,    9
115787,19551026,-9999,    9
115787,19551027,-9999,    9
