EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 26-04-2021
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 CC   : daily Cloud cover in oktas
23-27 Q_CC : quality code for CC (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station GERMANY, MUENCHEN (STAID: 52).
Blended and updated with sources: 115782 126259 126271 126283 910865 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   CC, Q_CC
126271,18790803,    1,    0
126271,18790804,    5,    0
126271,18790805,    4,    0
126271,18790806,    7,    0
126271,18790807,    6,    0
126271,18790808,    7,    0
126271,18790809,    6,    0
126271,18790810,    7,    0
126271,18790811,    1,    0
126271,18790812,    0,    0
126271,18790813,    0,    0
126271,18790814,    1,    0
126271,18790815,    1,    0
126271,18790816,    6,    0
126271,18790817,    8,    0
126271,18790818,    7,    0
126271,18790819,    8,    0
126271,18790820,    4,    0
126271,18790821,    0,    0
126271,18790822,    3,    0
126271,18790823,    5,    0
126271,18790824,    5,    0
126271,18790825,    5,    0
126271,18790826,    6,    0
126271,18790827,    5,    0
126271,18790828,    4,    0
126271,18790829,    0,    0
126271,18790830,    2,    0
126271,18790831,    7,    0
126271,18790901,    8,    0
126271,18790902,    3,    0
126271,18790903,    0,    0
126271,18790904,    1,    0
126271,18790905,    3,    0
126271,18790906,    3,    0
126271,18790907,    5,    0
126271,18790908,    1,    0
126271,18790909,    7,    0
126271,18790910,    7,    0
126271,18790911,    4,    0
126271,18790912,    1,    0
126271,18790913,    3,    0
126271,18790914,    0,    0
126271,18790915,    0,    0
126271,18790916,    2,    0
126271,18790917,    5,    0
126271,18790918,    3,    0
126271,18790919,    6,    0
126271,18790920,    7,    0
126271,18790921,    7,    0
126271,18790922,    7,    0
126271,18790923,    3,    0
126271,18790924,    5,    0
126271,18790925,    8,    0
126271,18790926,    8,    0
126271,18790927,    8,    0
126271,18790928,    6,    0
126271,18790929,    8,    0
126271,18790930,    6,    0
126271,18791001,    2,    0
126271,18791002,    5,    0
126271,18791003,    6,    0
126271,18791004,    1,    0
126271,18791005,    1,    0
126271,18791006,    3,    0
126271,18791007,    3,    0
126271,18791008,    5,    0
126271,18791009,    3,    0
126271,18791010,    8,    0
126271,18791011,    8,    0
126271,18791012,    7,    0
126271,18791013,    0,    0
126271,18791014,    3,    0
